"id";"address";"exchanged"
137;"131.243.141.160";"{""Volume"": 896, ""Protocole"": {""Autre"": {""Nombrein"": 0, ""Volumeout"": 896, ""Nombreout"": 14, ""Volumein"": 0}}, ""id"": 281}"
138;"131.243.125.102";"{""Volume"": 256, ""Protocole"": {""Autre"": {""Nombrein"": 1, ""Volumeout"": 192, ""Nombreout"": 3, ""Volumein"": 64}}, ""id"": 337}"
139;"131.243.219.179";"{""Volume"": 320, ""Protocole"": {""Autre"": {""Nombrein"": 0, ""Volumeout"": 320, ""Nombreout"": 5, ""Volumein"": 0}}, ""id"": 174}"
140;"224.0.0.1";"{""Volume"": 640, ""Protocole"": {""Autre"": {""Nombrein"": 10, ""Volumeout"": 0, ""Nombreout"": 0, ""Volumein"": 640}}, ""id"": 49}"
141;"131.243.12.246";"{""Volume"": 512, ""Protocole"": {""Autre"": {""Nombrein"": 0, ""Volumeout"": 512, ""Nombreout"": 8, ""Volumein"": 0}}, ""id"": 225}"
142;"131.243.155.250";"{""Volume"": 21312, ""Protocole"": {""Autre"": {""Nombrein"": 19, ""Volumeout"": 1152, ""Nombreout"": 18, ""Volumein"": 1216}, ""HTTP"": {""Nombrein"": 162, ""Volumeout"": 8576, ""Nombreout"": 134, ""Volumein"": 10368}}, ""id"": 0}"
143;"128.3.242.87";"{""Volume"": 320, ""Protocole"": {""Autre"": {""Nombrein"": 0, ""Volumeout"": 320, ""Nombreout"": 5, ""Volumein"": 0}}, ""id"": 249}"
144;"131.243.155.255";"{""Volume"": 1792, ""Protocole"": {""Autre"": {""Nombrein"": 28, ""Volumeout"": 0, ""Nombreout"": 0, ""Volumein"": 1792}}, ""id"": 16}"
145;"131.243.127.47";"{""Volume"": 64, ""Protocole"": {""Autre"": {""Nombrein"": 0, ""Volumeout"": 64, ""Nombreout"": 1, ""Volumein"": 0}}, ""id"": 342}"
146;"131.243.106.30";"{""Volume"": 256, ""Protocole"": {""Autre"": {""Nombrein"": 0, ""Volumeout"": 256, ""Nombreout"": 4, ""Volumein"": 0}}, ""id"": 260}"
147;"131.243.105.73";"{""Volume"": 512, ""Protocole"": {""Autre"": {""Nombrein"": 0, ""Volumeout"": 512, ""Nombreout"": 8, ""Volumein"": 0}}, ""id"": 324}"
148;"59.223.55.73";"{""Volume"": 13376, ""Protocole"": {""HTTP"": {""Nombrein"": 101, ""Volumeout"": 6912, ""Nombreout"": 108, ""Volumein"": 6464}}, ""id"": 306}"
149;"59.223.8.114";"{""Volume"": 8064, ""Protocole"": {""HTTP"": {""Nombrein"": 55, ""Volumeout"": 4544, ""Nombreout"": 71, ""Volumein"": 3520}}, ""id"": 303}"
150;"131.243.144.120";"{""Volume"": 384, ""Protocole"": {""Autre"": {""Nombrein"": 2, ""Volumeout"": 256, ""Nombreout"": 4, ""Volumein"": 128}}, ""id"": 60}"
151;"128.3.161.223";"{""Volume"": 7552, ""Protocole"": {""Autre"": {""Nombrein"": 58, ""Volumeout"": 3840, ""Nombreout"": 60, ""Volumein"": 3712}}, ""id"": 166}"
152;"131.243.146.180";"{""Volume"": 512, ""Protocole"": {""Autre"": {""Nombrein"": 2, ""Volumeout"": 384, ""Nombreout"": 6, ""Volumein"": 128}}, ""id"": 229}"
153;"131.243.140.148";"{""Volume"": 512, ""Protocole"": {""Autre"": {""Nombrein"": 0, ""Volumeout"": 512, ""Nombreout"": 8, ""Volumein"": 0}}, ""id"": 309}"
154;"131.243.101.177";"{""Volume"": 512, ""Protocole"": {""Autre"": {""Nombrein"": 2, ""Volumeout"": 384, ""Nombreout"": 6, ""Volumein"": 128}}, ""id"": 279}"
155;"131.243.88.223";"{""Volume"": 512, ""Protocole"": {""Autre"": {""Nombrein"": 0, ""Volumeout"": 512, ""Nombreout"": 8, ""Volumein"": 0}}, ""id"": 242}"
156;"131.243.10.188";"{""Volume"": 256, ""Protocole"": {""Autre"": {""Nombrein"": 0, ""Volumeout"": 256, ""Nombreout"": 4, ""Volumein"": 0}}, ""id"": 206}"
157;"128.3.164.15";"{""Volume"": 1600, ""Protocole"": {""IMAPS"": {""Nombrein"": 4, ""Volumeout"": 192, ""Nombreout"": 3, ""Volumein"": 256}, ""IMAP"": {""Nombrein"": 8, ""Volumeout"": 640, ""Nombreout"": 10, ""Volumein"": 512}}, ""id"": 194}"
158;"131.243.107.192";"{""Volume"": 256, ""Protocole"": {""Autre"": {""Nombrein"": 0, ""Volumeout"": 256, ""Nombreout"": 4, ""Volumein"": 0}}, ""id"": 68}"
159;"218.131.115.53";"{""Volume"": 3200, ""Protocole"": {""HTTP"": {""Nombrein"": 26, ""Volumeout"": 1536, ""Nombreout"": 24, ""Volumein"": 1664}}, ""id"": 20}"
160;"218.131.115.51";"{""Volume"": 192, ""Protocole"": {""HTTP"": {""Nombrein"": 2, ""Volumeout"": 64, ""Nombreout"": 1, ""Volumein"": 128}}, ""id"": 21}"
161;"131.243.155.146";"{""Volume"": 3520, ""Protocole"": {""Autre"": {""Nombrein"": 6, ""Volumeout"": 448, ""Nombreout"": 7, ""Volumein"": 384}, ""ICMP"": {""Nombrein"": 8, ""Volumeout"": 576, ""Nombreout"": 9, ""Volumein"": 512}, ""IMAPS"": {""Nombrein"": 3, ""Volumeout"": 256, ""Nombreout"": 4, ""Volumein"": 192}, ""IMAP"": {""Nombrein"": 10, ""Volumeout"": 512, ""Nombreout"": 8, ""Volumein"": 640}}, ""id"": 8}"
162;"131.243.93.244";"{""Volume"": 256, ""Protocole"": {""Autre"": {""Nombrein"": 0, ""Volumeout"": 256, ""Nombreout"": 4, ""Volumein"": 0}}, ""id"": 82}"
163;"131.243.102.51";"{""Volume"": 512, ""Protocole"": {""Autre"": {""Nombrein"": 0, ""Volumeout"": 512, ""Nombreout"": 8, ""Volumein"": 0}}, ""id"": 287}"
164;"128.3.209.201";"{""Volume"": 512, ""Protocole"": {""Autre"": {""Nombrein"": 0, ""Volumeout"": 512, ""Nombreout"": 8, ""Volumein"": 0}}, ""id"": 239}"
165;"128.3.191.130";"{""Volume"": 256, ""Protocole"": {""Autre"": {""Nombrein"": 0, ""Volumeout"": 256, ""Nombreout"": 4, ""Volumein"": 0}}, ""id"": 102}"
166;"128.3.255.34";"{""Volume"": 14976, ""Protocole"": {""Autre"": {""Nombrein"": 0, ""Volumeout"": 14976, ""Nombreout"": 234, ""Volumein"": 0}}, ""id"": 13}"
167;"131.243.141.94";"{""Volume"": 448, ""Protocole"": {""Autre"": {""Nombrein"": 0, ""Volumeout"": 448, ""Nombreout"": 7, ""Volumein"": 0}}, ""id"": 149}"
168;"131.243.147.43";"{""Volume"": 256, ""Protocole"": {""Autre"": {""Nombrein"": 0, ""Volumeout"": 256, ""Nombreout"": 4, ""Volumein"": 0}}, ""id"": 193}"
169;"131.243.88.128";"{""Volume"": 320, ""Protocole"": {""Autre"": {""Nombrein"": 0, ""Volumeout"": 320, ""Nombreout"": 5, ""Volumein"": 0}}, ""id"": 173}"
170;"131.243.219.216";"{""Volume"": 1536, ""Protocole"": {""Autre"": {""Nombrein"": 12, ""Volumeout"": 768, ""Nombreout"": 12, ""Volumein"": 768}}, ""id"": 137}"
171;"131.243.10.34";"{""Volume"": 128, ""Protocole"": {""Autre"": {""Nombrein"": 0, ""Volumeout"": 128, ""Nombreout"": 2, ""Volumein"": 0}}, ""id"": 36}"
172;"128.3.6.221";"{""Volume"": 256, ""Protocole"": {""Autre"": {""Nombrein"": 0, ""Volumeout"": 256, ""Nombreout"": 4, ""Volumein"": 0}}, ""id"": 87}"
173;"131.243.87.149";"{""Volume"": 320, ""Protocole"": {""Autre"": {""Nombrein"": 0, ""Volumeout"": 320, ""Nombreout"": 5, ""Volumein"": 0}}, ""id"": 154}"
174;"128.3.39.162";"{""Volume"": 448, ""Protocole"": {""Autre"": {""Nombrein"": 2, ""Volumeout"": 320, ""Nombreout"": 5, ""Volumein"": 128}}, ""id"": 268}"
175;"128.3.194.175";"{""Volume"": 256, ""Protocole"": {""Autre"": {""Nombrein"": 0, ""Volumeout"": 256, ""Nombreout"": 4, ""Volumein"": 0}}, ""id"": 110}"
176;"128.3.194.177";"{""Volume"": 256, ""Protocole"": {""Autre"": {""Nombrein"": 0, ""Volumeout"": 256, ""Nombreout"": 4, ""Volumein"": 0}}, ""id"": 117}"
177;"131.243.141.124";"{""Volume"": 1024, ""Protocole"": {""Autre"": {""Nombrein"": 0, ""Volumeout"": 1024, ""Nombreout"": 16, ""Volumein"": 0}}, ""id"": 197}"
178;"224.0.1.60";"{""Volume"": 1472, ""Protocole"": {""Autre"": {""Nombrein"": 23, ""Volumeout"": 0, ""Nombreout"": 0, ""Volumein"": 1472}}, ""id"": 51}"
179;"131.243.90.216";"{""Volume"": 256, ""Protocole"": {""Autre"": {""Nombrein"": 0, ""Volumeout"": 256, ""Nombreout"": 4, ""Volumein"": 0}}, ""id"": 106}"
180;"131.243.12.208";"{""Volume"": 256, ""Protocole"": {""Autre"": {""Nombrein"": 0, ""Volumeout"": 256, ""Nombreout"": 4, ""Volumein"": 0}}, ""id"": 210}"
181;"128.3.255.139";"{""Volume"": 128, ""Protocole"": {""Autre"": {""Nombrein"": 0, ""Volumeout"": 128, ""Nombreout"": 2, ""Volumein"": 0}}, ""id"": 317}"
182;"131.243.142.153";"{""Volume"": 256, ""Protocole"": {""Autre"": {""Nombrein"": 0, ""Volumeout"": 256, ""Nombreout"": 4, ""Volumein"": 0}}, ""id"": 286}"
183;"170.138.112.62";"{""Volume"": 5568, ""Protocole"": {""Autre"": {""Nombrein"": 2, ""Volumeout"": 128, ""Nombreout"": 2, ""Volumein"": 128}, ""SMTP"": {""Nombrein"": 42, ""Volumeout"": 2624, ""Nombreout"": 41, ""Volumein"": 2688}}, ""id"": 119}"
184;"131.243.143.142";"{""Volume"": 384, ""Protocole"": {""Autre"": {""Nombrein"": 0, ""Volumeout"": 384, ""Nombreout"": 6, ""Volumein"": 0}}, ""id"": 326}"
185;"128.3.164.203";"{""Volume"": 128, ""Protocole"": {""LDAP"": {""Nombrein"": 1, ""Volumeout"": 64, ""Nombreout"": 1, ""Volumein"": 64}}, ""id"": 248}"
186;"128.3.242.248";"{""Volume"": 320, ""Protocole"": {""Autre"": {""Nombrein"": 0, ""Volumeout"": 320, ""Nombreout"": 5, ""Volumein"": 0}}, ""id"": 241}"
187;"131.243.142.8";"{""Volume"": 512, ""Protocole"": {""Autre"": {""Nombrein"": 0, ""Volumeout"": 512, ""Nombreout"": 8, ""Volumein"": 0}}, ""id"": 228}"
188;"128.3.208.188";"{""Volume"": 1536, ""Protocole"": {""Autre"": {""Nombrein"": 0, ""Volumeout"": 1536, ""Nombreout"": 24, ""Volumein"": 0}}, ""id"": 104}"
189;"131.243.140.105";"{""Volume"": 640, ""Protocole"": {""Autre"": {""Nombrein"": 2, ""Volumeout"": 512, ""Nombreout"": 8, ""Volumein"": 128}}, ""id"": 203}"
190;"224.1.0.38";"{""Volume"": 640, ""Protocole"": {""Autre"": {""Nombrein"": 10, ""Volumeout"": 0, ""Nombreout"": 0, ""Volumein"": 640}}, ""id"": 57}"
191;"128.3.4.200";"{""Volume"": 320, ""Protocole"": {""Autre"": {""Nombrein"": 0, ""Volumeout"": 320, ""Nombreout"": 5, ""Volumein"": 0}}, ""id"": 213}"
192;"198.129.89.252";"{""Volume"": 768, ""Protocole"": {""Autre"": {""Nombrein"": 0, ""Volumeout"": 768, ""Nombreout"": 12, ""Volumein"": 0}}, ""id"": 224}"
193;"131.243.170.104";"{""Volume"": 1408, ""Protocole"": {""Autre"": {""Nombrein"": 0, ""Volumeout"": 1408, ""Nombreout"": 22, ""Volumein"": 0}}, ""id"": 226}"
194;"128.3.189.127";"{""Volume"": 256, ""Protocole"": {""Autre"": {""Nombrein"": 0, ""Volumeout"": 256, ""Nombreout"": 4, ""Volumein"": 0}}, ""id"": 315}"
195;"131.243.93.106";"{""Volume"": 512, ""Protocole"": {""Autre"": {""Nombrein"": 0, ""Volumeout"": 512, ""Nombreout"": 8, ""Volumein"": 0}}, ""id"": 175}"
196;"128.3.242.56";"{""Volume"": 512, ""Protocole"": {""Autre"": {""Nombrein"": 0, ""Volumeout"": 512, ""Nombreout"": 8, ""Volumein"": 0}}, ""id"": 181}"
197;"59.223.13.105";"{""Volume"": 960, ""Protocole"": {""HTTP"": {""Nombrein"": 6, ""Volumeout"": 576, ""Nombreout"": 9, ""Volumein"": 384}}, ""id"": 316}"
198;"128.3.191.245";"{""Volume"": 320, ""Protocole"": {""Autre"": {""Nombrein"": 0, ""Volumeout"": 320, ""Nombreout"": 5, ""Volumein"": 0}}, ""id"": 300}"
199;"131.243.106.253";"{""Volume"": 512, ""Protocole"": {""Autre"": {""Nombrein"": 0, ""Volumeout"": 512, ""Nombreout"": 8, ""Volumein"": 0}}, ""id"": 235}"
200;"131.243.106.250";"{""Volume"": 256, ""Protocole"": {""Autre"": {""Nombrein"": 0, ""Volumeout"": 256, ""Nombreout"": 4, ""Volumein"": 0}}, ""id"": 212}"
201;"128.3.191.103";"{""Volume"": 256, ""Protocole"": {""Autre"": {""Nombrein"": 0, ""Volumeout"": 256, ""Nombreout"": 4, ""Volumein"": 0}}, ""id"": 267}"
202;"131.243.203.214";"{""Volume"": 512, ""Protocole"": {""Autre"": {""Nombrein"": 0, ""Volumeout"": 512, ""Nombreout"": 8, ""Volumein"": 0}}, ""id"": 145}"
203;"131.243.140.213";"{""Volume"": 448, ""Protocole"": {""Autre"": {""Nombrein"": 0, ""Volumeout"": 448, ""Nombreout"": 7, ""Volumein"": 0}}, ""id"": 24}"
204;"131.243.145.135";"{""Volume"": 256, ""Protocole"": {""Autre"": {""Nombrein"": 0, ""Volumeout"": 256, ""Nombreout"": 4, ""Volumein"": 0}}, ""id"": 328}"
205;"131.243.104.255";"{""Volume"": 320, ""Protocole"": {""Autre"": {""Nombrein"": 0, ""Volumeout"": 320, ""Nombreout"": 5, ""Volumein"": 0}}, ""id"": 218}"
206;"131.243.140.191";"{""Volume"": 448, ""Protocole"": {""Autre"": {""Nombrein"": 0, ""Volumeout"": 448, ""Nombreout"": 7, ""Volumein"": 0}}, ""id"": 100}"
207;"131.243.232.19";"{""Volume"": 192, ""Protocole"": {""Autre"": {""Nombrein"": 0, ""Volumeout"": 192, ""Nombreout"": 3, ""Volumein"": 0}}, ""id"": 34}"
208;"208.189.202.205";"{""Volume"": 3264, ""Protocole"": {""HTTP"": {""Nombrein"": 27, ""Volumeout"": 1536, ""Nombreout"": 24, ""Volumein"": 1728}}, ""id"": 18}"
209;"131.243.146.218";"{""Volume"": 256, ""Protocole"": {""Autre"": {""Nombrein"": 0, ""Volumeout"": 256, ""Nombreout"": 4, ""Volumein"": 0}}, ""id"": 295}"
210;"128.3.18.120";"{""Volume"": 768, ""Protocole"": {""Autre"": {""Nombrein"": 0, ""Volumeout"": 768, ""Nombreout"": 12, ""Volumein"": 0}}, ""id"": 118}"
211;"131.243.92.161";"{""Volume"": 256, ""Protocole"": {""Autre"": {""Nombrein"": 0, ""Volumeout"": 256, ""Nombreout"": 4, ""Volumein"": 0}}, ""id"": 215}"
212;"128.3.41.110";"{""Volume"": 256, ""Protocole"": {""Autre"": {""Nombrein"": 0, ""Volumeout"": 256, ""Nombreout"": 4, ""Volumein"": 0}}, ""id"": 234}"
213;"224.0.0.13";"{""Volume"": 1280, ""Protocole"": {""Autre"": {""Nombrein"": 20, ""Volumeout"": 0, ""Nombreout"": 0, ""Volumein"": 1280}}, ""id"": 31}"
214;"131.243.100.155";"{""Volume"": 1024, ""Protocole"": {""Autre"": {""Nombrein"": 0, ""Volumeout"": 1024, ""Nombreout"": 16, ""Volumein"": 0}}, ""id"": 214}"
215;"131.243.100.12";"{""Volume"": 256, ""Protocole"": {""Autre"": {""Nombrein"": 0, ""Volumeout"": 256, ""Nombreout"": 4, ""Volumein"": 0}}, ""id"": 280}"
216;"131.243.95.221";"{""Volume"": 256, ""Protocole"": {""Autre"": {""Nombrein"": 0, ""Volumeout"": 256, ""Nombreout"": 4, ""Volumein"": 0}}, ""id"": 247}"
217;"131.243.105.244";"{""Volume"": 256, ""Protocole"": {""Autre"": {""Nombrein"": 0, ""Volumeout"": 256, ""Nombreout"": 4, ""Volumein"": 0}}, ""id"": 202}"
218;"131.243.155.113";"{""Volume"": 1435072, ""Protocole"": {""Autre"": {""Nombrein"": 14763, ""Volumeout"": 489728, ""Nombreout"": 7652, ""Volumein"": 944832}, ""ICMP"": {""Nombrein"": 0, ""Volumeout"": 64, ""Nombreout"": 1, ""Volumein"": 0}, ""IMAPS"": {""Nombrein"": 3, ""Volumeout"": 256, ""Nombreout"": 4, ""Volumein"": 192}}, ""id"": 12}"
219;"131.243.142.231";"{""Volume"": 768, ""Protocole"": {""Autre"": {""Nombrein"": 0, ""Volumeout"": 768, ""Nombreout"": 12, ""Volumein"": 0}}, ""id"": 192}"
220;"131.243.155.21";"{""Volume"": 4288, ""Protocole"": {""Autre"": {""Nombrein"": 1, ""Volumeout"": 4160, ""Nombreout"": 65, ""Volumein"": 64}, ""ICMP"": {""Nombrein"": 0, ""Volumeout"": 64, ""Nombreout"": 1, ""Volumein"": 0}}, ""id"": 53}"
221;"131.243.26.223";"{""Volume"": 320, ""Protocole"": {""Autre"": {""Nombrein"": 0, ""Volumeout"": 320, ""Nombreout"": 5, ""Volumein"": 0}}, ""id"": 261}"
222;"131.243.107.209";"{""Volume"": 320, ""Protocole"": {""Autre"": {""Nombrein"": 0, ""Volumeout"": 320, ""Nombreout"": 5, ""Volumein"": 0}}, ""id"": 142}"
223;"128.3.242.52";"{""Volume"": 512, ""Protocole"": {""Autre"": {""Nombrein"": 0, ""Volumeout"": 512, ""Nombreout"": 8, ""Volumein"": 0}}, ""id"": 305}"
224;"131.243.124.221";"{""Volume"": 512, ""Protocole"": {""Autre"": {""Nombrein"": 0, ""Volumeout"": 512, ""Nombreout"": 8, ""Volumein"": 0}}, ""id"": 256}"
225;"204.116.20.80";"{""Volume"": 21888, ""Protocole"": {""HTTP"": {""Nombrein"": 7, ""Volumeout"": 576, ""Nombreout"": 9, ""Volumein"": 448}, ""HTTPS"": {""Nombrein"": 118, ""Volumeout"": 13312, ""Nombreout"": 208, ""Volumein"": 7552}}, ""id"": 255}"
226;"128.3.208.18";"{""Volume"": 1024, ""Protocole"": {""Autre"": {""Nombrein"": 0, ""Volumeout"": 1024, ""Nombreout"": 16, ""Volumein"": 0}}, ""id"": 92}"
227;"131.243.145.253";"{""Volume"": 256, ""Protocole"": {""Autre"": {""Nombrein"": 0, ""Volumeout"": 256, ""Nombreout"": 4, ""Volumein"": 0}}, ""id"": 332}"
228;"128.3.183.76";"{""Volume"": 576, ""Protocole"": {""Autre"": {""Nombrein"": 0, ""Volumeout"": 576, ""Nombreout"": 9, ""Volumein"": 0}}, ""id"": 105}"
229;"131.243.147.88";"{""Volume"": 256, ""Protocole"": {""Autre"": {""Nombrein"": 0, ""Volumeout"": 256, ""Nombreout"": 4, ""Volumein"": 0}}, ""id"": 232}"
230;"131.243.94.195";"{""Volume"": 11392, ""Protocole"": {""Autre"": {""Nombrein"": 0, ""Volumeout"": 11392, ""Nombreout"": 178, ""Volumein"": 0}}, ""id"": 6}"
231;"128.3.188.198";"{""Volume"": 512, ""Protocole"": {""Autre"": {""Nombrein"": 0, ""Volumeout"": 512, ""Nombreout"": 8, ""Volumein"": 0}}, ""id"": 180}"
232;"128.3.4.44";"{""Volume"": 256, ""Protocole"": {""Autre"": {""Nombrein"": 0, ""Volumeout"": 256, ""Nombreout"": 4, ""Volumein"": 0}}, ""id"": 227}"
233;"213.221.231.81";"{""Volume"": 128, ""Protocole"": {""Autre"": {""Nombrein"": 0, ""Volumeout"": 128, ""Nombreout"": 2, ""Volumein"": 0}}, ""id"": 127}"
234;"128.3.112.223";"{""Volume"": 512, ""Protocole"": {""Autre"": {""Nombrein"": 0, ""Volumeout"": 512, ""Nombreout"": 8, ""Volumein"": 0}}, ""id"": 160}"
235;"128.3.191.71";"{""Volume"": 128, ""Protocole"": {""Autre"": {""Nombrein"": 0, ""Volumeout"": 128, ""Nombreout"": 2, ""Volumein"": 0}}, ""id"": 198}"
236;"131.243.170.252";"{""Volume"": 256, ""Protocole"": {""Autre"": {""Nombrein"": 0, ""Volumeout"": 256, ""Nombreout"": 4, ""Volumein"": 0}}, ""id"": 264}"
237;"128.3.112.228";"{""Volume"": 256, ""Protocole"": {""Autre"": {""Nombrein"": 0, ""Volumeout"": 256, ""Nombreout"": 4, ""Volumein"": 0}}, ""id"": 172}"
238;"128.3.242.93";"{""Volume"": 512, ""Protocole"": {""Autre"": {""Nombrein"": 0, ""Volumeout"": 512, ""Nombreout"": 8, ""Volumein"": 0}}, ""id"": 259}"
239;"131.243.155.240";"{""Volume"": 3264, ""Protocole"": {""Autre"": {""Nombrein"": 24, ""Volumeout"": 1728, ""Nombreout"": 27, ""Volumein"": 1536}}, ""id"": 151}"
240;"131.243.143.179";"{""Volume"": 448, ""Protocole"": {""Autre"": {""Nombrein"": 0, ""Volumeout"": 448, ""Nombreout"": 7, ""Volumein"": 0}}, ""id"": 164}"
241;"128.3.242.214";"{""Volume"": 320, ""Protocole"": {""Autre"": {""Nombrein"": 0, ""Volumeout"": 320, ""Nombreout"": 5, ""Volumein"": 0}}, ""id"": 258}"
242;"204.116.100.64";"{""Volume"": 64, ""Protocole"": {""Autre"": {""Nombrein"": 1, ""Volumeout"": 0, ""Nombreout"": 0, ""Volumein"": 64}}, ""id"": 223}"
243;"131.243.200.199";"{""Volume"": 832, ""Protocole"": {""Autre"": {""Nombrein"": 0, ""Volumeout"": 832, ""Nombreout"": 13, ""Volumein"": 0}}, ""id"": 250}"
244;"131.243.143.12";"{""Volume"": 448, ""Protocole"": {""Autre"": {""Nombrein"": 0, ""Volumeout"": 448, ""Nombreout"": 7, ""Volumein"": 0}}, ""id"": 320}"
245;"131.243.105.45";"{""Volume"": 384, ""Protocole"": {""Autre"": {""Nombrein"": 2, ""Volumeout"": 256, ""Nombreout"": 4, ""Volumein"": 128}}, ""id"": 99}"
246;"128.3.204.24";"{""Volume"": 512, ""Protocole"": {""Autre"": {""Nombrein"": 0, ""Volumeout"": 512, ""Nombreout"": 8, ""Volumein"": 0}}, ""id"": 189}"
247;"224.0.1.22";"{""Volume"": 61952, ""Protocole"": {""Autre"": {""Nombrein"": 968, ""Volumeout"": 0, ""Nombreout"": 0, ""Volumein"": 61952}}, ""id"": 14}"
248;"131.243.63.39";"{""Volume"": 512, ""Protocole"": {""Autre"": {""Nombrein"": 2, ""Volumeout"": 384, ""Nombreout"": 6, ""Volumein"": 128}}, ""id"": 270}"
249;"131.243.61.70";"{""Volume"": 12736, ""Protocole"": {""Autre"": {""Nombrein"": 0, ""Volumeout"": 12736, ""Nombreout"": 199, ""Volumein"": 0}}, ""id"": 9}"
250;"131.243.140.252";"{""Volume"": 448, ""Protocole"": {""Autre"": {""Nombrein"": 0, ""Volumeout"": 448, ""Nombreout"": 7, ""Volumein"": 0}}, ""id"": 297}"
251;"128.3.161.230";"{""Volume"": 1152, ""Protocole"": {""Autre"": {""Nombrein"": 4, ""Volumeout"": 256, ""Nombreout"": 4, ""Volumein"": 256}, ""ICMP"": {""Nombrein"": 5, ""Volumeout"": 320, ""Nombreout"": 5, ""Volumein"": 320}}, ""id"": 28}"
252;"198.125.133.255";"{""Volume"": 192, ""Protocole"": {""Autre"": {""Nombrein"": 3, ""Volumeout"": 0, ""Nombreout"": 0, ""Volumein"": 192}}, ""id"": 290}"
253;"131.243.140.96";"{""Volume"": 512, ""Protocole"": {""Autre"": {""Nombrein"": 0, ""Volumeout"": 512, ""Nombreout"": 8, ""Volumein"": 0}}, ""id"": 325}"
254;"131.243.140.151";"{""Volume"": 512, ""Protocole"": {""Autre"": {""Nombrein"": 0, ""Volumeout"": 512, ""Nombreout"": 8, ""Volumein"": 0}}, ""id"": 17}"
255;"131.243.94.120";"{""Volume"": 320, ""Protocole"": {""Autre"": {""Nombrein"": 0, ""Volumeout"": 320, ""Nombreout"": 5, ""Volumein"": 0}}, ""id"": 125}"
256;"131.243.141.244";"{""Volume"": 512, ""Protocole"": {""Autre"": {""Nombrein"": 0, ""Volumeout"": 512, ""Nombreout"": 8, ""Volumein"": 0}}, ""id"": 285}"
257;"131.243.94.126";"{""Volume"": 192, ""Protocole"": {""Autre"": {""Nombrein"": 0, ""Volumeout"": 192, ""Nombreout"": 3, ""Volumein"": 0}}, ""id"": 321}"
258;"131.243.91.161";"{""Volume"": 256, ""Protocole"": {""Autre"": {""Nombrein"": 0, ""Volumeout"": 256, ""Nombreout"": 4, ""Volumein"": 0}}, ""id"": 91}"
259;"131.243.91.166";"{""Volume"": 512, ""Protocole"": {""Autre"": {""Nombrein"": 0, ""Volumeout"": 512, ""Nombreout"": 8, ""Volumein"": 0}}, ""id"": 201}"
260;"128.3.188.31";"{""Volume"": 5696, ""Protocole"": {""Autre"": {""Nombrein"": 30, ""Volumeout"": 3776, ""Nombreout"": 59, ""Volumein"": 1920}}, ""id"": 42}"
261;"131.243.95.135";"{""Volume"": 640, ""Protocole"": {""Autre"": {""Nombrein"": 0, ""Volumeout"": 640, ""Nombreout"": 10, ""Volumein"": 0}}, ""id"": 207}"
262;"198.129.88.104";"{""Volume"": 1024, ""Protocole"": {""Autre"": {""Nombrein"": 0, ""Volumeout"": 1024, ""Nombreout"": 16, ""Volumein"": 0}}, ""id"": 38}"
263;"204.116.36.227";"{""Volume"": 512, ""Protocole"": {""HTTP"": {""Nombrein"": 5, ""Volumeout"": 192, ""Nombreout"": 3, ""Volumein"": 320}}, ""id"": 257}"
264;"131.243.105.204";"{""Volume"": 256, ""Protocole"": {""Autre"": {""Nombrein"": 0, ""Volumeout"": 256, ""Nombreout"": 4, ""Volumein"": 0}}, ""id"": 4}"
265;"131.243.144.223";"{""Volume"": 256, ""Protocole"": {""Autre"": {""Nombrein"": 0, ""Volumeout"": 256, ""Nombreout"": 4, ""Volumein"": 0}}, ""id"": 111}"
266;"128.3.5.67";"{""Volume"": 320, ""Protocole"": {""Autre"": {""Nombrein"": 0, ""Volumeout"": 320, ""Nombreout"": 5, ""Volumein"": 0}}, ""id"": 146}"
267;"128.3.212.21";"{""Volume"": 2304, ""Protocole"": {""ICMP"": {""Nombrein"": 18, ""Volumeout"": 1152, ""Nombreout"": 18, ""Volumein"": 1152}}, ""id"": 70}"
268;"131.243.155.152";"{""Volume"": 6016, ""Protocole"": {""Autre"": {""Nombrein"": 9, ""Volumeout"": 448, ""Nombreout"": 7, ""Volumein"": 576}, ""ICMP"": {""Nombrein"": 39, ""Volumeout"": 2496, ""Nombreout"": 39, ""Volumein"": 2496}}, ""id"": 71}"
269;"131.243.144.23";"{""Volume"": 768, ""Protocole"": {""Autre"": {""Nombrein"": 0, ""Volumeout"": 768, ""Nombreout"": 12, ""Volumein"": 0}}, ""id"": 81}"
270;"131.243.85.54";"{""Volume"": 5696, ""Protocole"": {""Autre"": {""Nombrein"": 0, ""Volumeout"": 5696, ""Nombreout"": 89, ""Volumein"": 0}}, ""id"": 32}"
271;"131.243.103.226";"{""Volume"": 320, ""Protocole"": {""Autre"": {""Nombrein"": 0, ""Volumeout"": 320, ""Nombreout"": 5, ""Volumein"": 0}}, ""id"": 54}"
272;"128.3.188.170";"{""Volume"": 256, ""Protocole"": {""Autre"": {""Nombrein"": 0, ""Volumeout"": 256, ""Nombreout"": 4, ""Volumein"": 0}}, ""id"": 134}"
273;"128.3.7.36";"{""Volume"": 320, ""Protocole"": {""Autre"": {""Nombrein"": 0, ""Volumeout"": 320, ""Nombreout"": 5, ""Volumein"": 0}}, ""id"": 330}"
