"id";"hostSrc";"hostDest";"portSrc";"portDest";"protocol";"data";"timestamp";"sessionId"
85;"131.243.155.227";"131.243.155.227";515;995;"POP3S";"{}";"2004-10-04 23:20:13";18
86;"131.243.155.227";"131.243.155.227";515;995;"POP3S";"{}";"2004-10-04 23:20:14";18
87;"131.243.155.227";"131.243.155.227";515;995;"POP3S";"{}";"2004-10-04 23:20:15";18
88;"131.243.155.227";"131.243.155.227";515;995;"POP3S";"{}";"2004-10-04 23:20:15";18
89;"128.3.161.46";"128.3.161.46";2138;161;"Autre";"{}";"2004-10-04 23:21:32";19
90;"131.243.155.227";"131.243.155.227";515;999;"Autre";"{}";"2004-10-04 23:27:56";20
91;"131.243.155.227";"131.243.155.227";515;999;"Autre";"{}";"2004-10-04 23:27:57";20
92;"131.243.155.227";"131.243.155.227";515;999;"Autre";"{}";"2004-10-04 23:27:57";20
93;"131.243.103.13";"131.243.103.13";54227;427;"Autre";"{}";"2004-10-04 23:27:45";21
94;"131.243.103.13";"131.243.103.13";54227;427;"Autre";"{}";"2004-10-04 23:27:48";21
95;"131.243.103.13";"131.243.103.13";54227;427;"Autre";"{}";"2004-10-04 23:27:51";21
96;"131.243.103.13";"131.243.103.13";54227;427;"Autre";"{}";"2004-10-04 23:27:54";21
97;"131.243.103.13";"131.243.103.13";54141;427;"Autre";"{}";"2004-10-04 23:20:09";22
98;"131.243.103.13";"131.243.103.13";54141;427;"Autre";"{}";"2004-10-04 23:20:12";22
99;"131.243.103.13";"131.243.103.13";54141;427;"Autre";"{}";"2004-10-04 23:20:15";22
100;"131.243.103.13";"131.243.103.13";54141;427;"Autre";"{}";"2004-10-04 23:20:18";22
101;"131.243.94.204";"131.243.94.204";50511;427;"Autre";"{}";"2004-10-04 23:26:56";23
102;"131.243.94.204";"131.243.94.204";50511;427;"Autre";"{}";"2004-10-04 23:27:03";23
103;"131.243.61.187";"131.243.61.187";60943;427;"Autre";"{}";"2004-10-04 23:19:45";24
104;"131.243.61.187";"131.243.61.187";60943;427;"Autre";"{}";"2004-10-04 23:19:48";24
105;"131.243.61.187";"131.243.61.187";60943;427;"Autre";"{}";"2004-10-04 23:19:51";24
106;"131.243.61.187";"131.243.61.187";60943;427;"Autre";"{}";"2004-10-04 23:19:54";24
107;"131.243.144.172";"131.243.144.172";1205;161;"Autre";"{}";"2004-10-04 23:25:55";25
108;"131.243.103.13";"131.243.103.13";54152;427;"Autre";"{}";"2004-10-04 23:21:17";26
109;"131.243.103.13";"131.243.103.13";54152;427;"Autre";"{}";"2004-10-04 23:21:20";26
110;"131.243.103.13";"131.243.103.13";54152;427;"Autre";"{}";"2004-10-04 23:21:23";26
111;"131.243.103.13";"131.243.103.13";54152;427;"Autre";"{}";"2004-10-04 23:21:26";26
112;"131.243.94.195";"131.243.94.195";64322;427;"Autre";"{}";"2004-10-04 23:27:38";27
113;"131.243.94.195";"131.243.94.195";64322;427;"Autre";"{}";"2004-10-04 23:27:41";27
114;"131.243.94.195";"131.243.94.195";64322;427;"Autre";"{}";"2004-10-04 23:27:44";27
115;"131.243.94.195";"131.243.94.195";64322;427;"Autre";"{}";"2004-10-04 23:27:47";27
116;"131.243.61.70";"131.243.61.70";51597;427;"Autre";"{}";"2004-10-04 23:20:31";28
117;"131.243.61.70";"131.243.61.70";51597;427;"Autre";"{}";"2004-10-04 23:20:34";28
118;"131.243.61.70";"131.243.61.70";51597;427;"Autre";"{}";"2004-10-04 23:20:37";28
119;"131.243.61.70";"131.243.61.70";51597;427;"Autre";"{}";"2004-10-04 23:20:41";28
120;"128.3.209.201";"128.3.209.201";51027;427;"Autre";"{}";"2004-10-04 23:24:31";29
121;"128.3.209.201";"128.3.209.201";51027;427;"Autre";"{}";"2004-10-04 23:24:34";29
122;"128.3.209.201";"128.3.209.201";51027;427;"Autre";"{}";"2004-10-04 23:24:37";29
123;"128.3.209.201";"128.3.209.201";51027;427;"Autre";"{}";"2004-10-04 23:24:40";29
124;"128.3.112.36";"128.3.112.36";53425;427;"Autre";"{}";"2004-10-04 23:22:11";30
125;"128.3.112.36";"128.3.112.36";53425;427;"Autre";"{}";"2004-10-04 23:22:18";30
126;"128.3.161.230";"128.3.161.230";524;1038;"Autre";"{}";"2004-10-04 23:25:29";31
127;"131.243.94.195";"131.243.94.195";64268;427;"Autre";"{}";"2004-10-04 23:18:37";32
128;"131.243.94.195";"131.243.94.195";64268;427;"Autre";"{}";"2004-10-04 23:18:40";32
129;"131.243.94.195";"131.243.94.195";64268;427;"Autre";"{}";"2004-10-04 23:18:43";32
130;"131.243.94.195";"131.243.94.195";64268;427;"Autre";"{}";"2004-10-04 23:18:46";32
131;"131.243.61.187";"131.243.61.187";61015;427;"Autre";"{}";"2004-10-04 23:26:54";33
132;"131.243.61.187";"131.243.61.187";61015;427;"Autre";"{}";"2004-10-04 23:26:57";33
133;"131.243.61.187";"131.243.61.187";61015;427;"Autre";"{}";"2004-10-04 23:27:00";33
134;"131.243.61.187";"131.243.61.187";61015;427;"Autre";"{}";"2004-10-04 23:27:03";33
135;"131.243.155.35";"131.243.155.35";1691;80;"HTTP";"{}";"2004-10-04 23:27:02";34
136;"131.243.155.35";"131.243.155.35";1691;80;"HTTP";"{}";"2004-10-04 23:27:02";34
137;"131.243.155.35";"131.243.155.35";1691;80;"HTTP";"{}";"2004-10-04 23:27:02";34
138;"131.243.155.35";"131.243.155.35";1691;80;"HTTP";"{}";"2004-10-04 23:27:02";34
139;"131.243.155.35";"131.243.155.35";1691;80;"HTTP";"{}";"2004-10-04 23:27:02";34
140;"131.243.155.35";"131.243.155.35";1691;80;"HTTP";"{}";"2004-10-04 23:27:02";34
141;"131.243.155.35";"131.243.155.35";1691;80;"HTTP";"{}";"2004-10-04 23:27:02";34
142;"131.243.155.35";"131.243.155.35";1691;80;"HTTP";"{}";"2004-10-04 23:27:02";34
143;"131.243.155.35";"131.243.155.35";1691;80;"HTTP";"{}";"2004-10-04 23:27:02";34
144;"131.243.155.35";"131.243.155.35";1691;80;"HTTP";"{}";"2004-10-04 23:27:02";34
145;"131.243.155.35";"131.243.155.35";1691;80;"HTTP";"{}";"2004-10-04 23:27:02";34
146;"131.243.155.35";"131.243.155.35";1691;80;"HTTP";"{}";"2004-10-04 23:27:02";34
147;"131.243.155.35";"131.243.155.35";1691;80;"HTTP";"{}";"2004-10-04 23:27:02";34
148;"131.243.155.35";"131.243.155.35";1691;80;"HTTP";"{}";"2004-10-04 23:27:02";34
149;"131.243.155.35";"131.243.155.35";1691;80;"HTTP";"{}";"2004-10-04 23:27:02";34
150;"131.243.155.35";"131.243.155.35";1691;80;"HTTP";"{}";"2004-10-04 23:27:02";34
151;"131.243.155.35";"131.243.155.35";1691;80;"HTTP";"{}";"2004-10-04 23:27:02";34
152;"131.243.155.35";"131.243.155.35";1691;80;"HTTP";"{}";"2004-10-04 23:27:02";34
153;"131.243.155.35";"131.243.155.35";1691;80;"HTTP";"{}";"2004-10-04 23:27:02";34
154;"131.243.155.35";"131.243.155.35";1691;80;"HTTP";"{}";"2004-10-04 23:27:03";34
155;"131.243.155.35";"131.243.155.35";1691;80;"HTTP";"{}";"2004-10-04 23:27:03";34
156;"131.243.155.35";"131.243.155.35";1691;80;"HTTP";"{}";"2004-10-04 23:27:03";34
157;"131.243.155.35";"131.243.155.35";1691;80;"HTTP";"{}";"2004-10-04 23:27:03";34
158;"131.243.155.35";"131.243.155.35";1691;80;"HTTP";"{}";"2004-10-04 23:27:03";34
159;"131.243.155.35";"131.243.155.35";1691;80;"HTTP";"{}";"2004-10-04 23:27:03";34
160;"131.243.155.35";"131.243.155.35";1691;80;"HTTP";"{}";"2004-10-04 23:27:03";34
161;"131.243.155.35";"131.243.155.35";1691;80;"HTTP";"{}";"2004-10-04 23:27:03";34
162;"131.243.155.35";"131.243.155.35";1691;80;"HTTP";"{}";"2004-10-04 23:27:03";34
163;"131.243.155.35";"131.243.155.35";1691;80;"HTTP";"{}";"2004-10-04 23:27:03";34
164;"131.243.155.35";"131.243.155.35";1691;80;"HTTP";"{}";"2004-10-04 23:27:03";34
165;"131.243.155.35";"131.243.155.35";1691;80;"HTTP";"{}";"2004-10-04 23:27:03";34
166;"131.243.155.35";"131.243.155.35";1691;80;"HTTP";"{}";"2004-10-04 23:27:03";34
167;"131.243.155.35";"131.243.155.35";1691;80;"HTTP";"{}";"2004-10-04 23:27:03";34
168;"131.243.155.35";"131.243.155.35";1691;80;"HTTP";"{}";"2004-10-04 23:27:03";34
169;"131.243.155.35";"131.243.155.35";1691;80;"HTTP";"{}";"2004-10-04 23:27:03";34
170;"131.243.155.35";"131.243.155.35";1691;80;"HTTP";"{}";"2004-10-04 23:27:31";34
171;"131.243.155.35";"131.243.155.35";1691;80;"HTTP";"{}";"2004-10-04 23:27:31";34
172;"131.243.155.35";"131.243.155.35";1691;80;"HTTP";"{}";"2004-10-04 23:27:31";34
173;"131.243.155.35";"131.243.155.35";1691;80;"HTTP";"{}";"2004-10-04 23:27:31";34
174;"131.243.155.35";"131.243.155.35";1691;80;"HTTP";"{}";"2004-10-04 23:27:31";34
175;"131.243.155.35";"131.243.155.35";1691;80;"HTTP";"{}";"2004-10-04 23:27:31";34
176;"131.243.155.35";"131.243.155.35";1691;80;"HTTP";"{}";"2004-10-04 23:27:31";34
177;"131.243.155.35";"131.243.155.35";1691;80;"HTTP";"{}";"2004-10-04 23:27:32";34
178;"131.243.155.35";"131.243.155.35";1691;80;"HTTP";"{}";"2004-10-04 23:27:32";34
179;"131.243.155.35";"131.243.155.35";1691;80;"HTTP";"{}";"2004-10-04 23:27:32";34
180;"131.243.155.35";"131.243.155.35";1691;80;"HTTP";"{}";"2004-10-04 23:27:32";34
181;"131.243.155.35";"131.243.155.35";1691;80;"HTTP";"{}";"2004-10-04 23:27:32";34
182;"131.243.155.35";"131.243.155.35";1691;80;"HTTP";"{}";"2004-10-04 23:27:32";34
183;"131.243.219.153";"131.243.219.153";1025;427;"Autre";"{}";"2004-10-04 23:26:57";35
184;"131.243.219.153";"131.243.219.153";1025;427;"Autre";"{}";"2004-10-04 23:26:57";35
185;"131.243.219.153";"131.243.219.153";1025;427;"Autre";"{}";"2004-10-04 23:26:59";35
186;"131.243.219.153";"131.243.219.153";1025;427;"Autre";"{}";"2004-10-04 23:26:59";35
187;"131.243.219.153";"131.243.219.153";1025;427;"Autre";"{}";"2004-10-04 23:26:59";35
188;"131.243.219.153";"131.243.219.153";1025;427;"Autre";"{}";"2004-10-04 23:26:59";35
189;"131.243.219.153";"131.243.219.153";1025;427;"Autre";"{}";"2004-10-04 23:27:00";35
190;"131.243.219.153";"131.243.219.153";1025;427;"Autre";"{}";"2004-10-04 23:27:00";35
191;"131.243.219.153";"131.243.219.153";1025;427;"Autre";"{}";"2004-10-04 23:27:01";35
192;"131.243.219.153";"131.243.219.153";1025;427;"Autre";"{}";"2004-10-04 23:27:01";35
193;"131.243.219.153";"131.243.219.153";1025;427;"Autre";"{}";"2004-10-04 23:27:03";35
194;"131.243.219.153";"131.243.219.153";1025;427;"Autre";"{}";"2004-10-04 23:27:03";35
195;"131.243.219.153";"131.243.219.153";1025;427;"Autre";"{}";"2004-10-04 23:27:07";35
196;"131.243.219.153";"131.243.219.153";1025;427;"Autre";"{}";"2004-10-04 23:27:07";35
197;"131.243.219.153";"131.243.219.153";1025;427;"Autre";"{}";"2004-10-04 23:27:09";35
198;"131.243.219.153";"131.243.219.153";1025;427;"Autre";"{}";"2004-10-04 23:27:09";35
199;"131.243.219.153";"131.243.219.153";1025;427;"Autre";"{}";"2004-10-04 23:27:10";35
200;"131.243.219.153";"131.243.219.153";1025;427;"Autre";"{}";"2004-10-04 23:27:10";35
201;"131.243.219.153";"131.243.219.153";1025;427;"Autre";"{}";"2004-10-04 23:27:11";35
202;"131.243.219.153";"131.243.219.153";1025;427;"Autre";"{}";"2004-10-04 23:27:11";35
203;"131.243.219.153";"131.243.219.153";1025;427;"Autre";"{}";"2004-10-04 23:27:11";35
204;"131.243.219.153";"131.243.219.153";1025;427;"Autre";"{}";"2004-10-04 23:27:11";35
205;"131.243.219.153";"131.243.219.153";1025;427;"Autre";"{}";"2004-10-04 23:27:12";35
206;"131.243.219.153";"131.243.219.153";1025;427;"Autre";"{}";"2004-10-04 23:27:12";35
207;"131.243.219.153";"131.243.219.153";1025;427;"Autre";"{}";"2004-10-04 23:27:13";35
208;"131.243.219.153";"131.243.219.153";1025;427;"Autre";"{}";"2004-10-04 23:27:13";35
209;"131.243.219.153";"131.243.219.153";1025;427;"Autre";"{}";"2004-10-04 23:27:15";35
210;"131.243.219.153";"131.243.219.153";1025;427;"Autre";"{}";"2004-10-04 23:27:15";35
211;"131.243.219.153";"131.243.219.153";1025;427;"Autre";"{}";"2004-10-04 23:27:19";35
212;"131.243.219.153";"131.243.219.153";1025;427;"Autre";"{}";"2004-10-04 23:27:19";35
213;"131.243.94.195";"131.243.94.195";64303;427;"Autre";"{}";"2004-10-04 23:24:26";36
214;"131.243.94.195";"131.243.94.195";64303;427;"Autre";"{}";"2004-10-04 23:24:29";36
215;"131.243.94.195";"131.243.94.195";64303;427;"Autre";"{}";"2004-10-04 23:24:32";36
216;"131.243.94.195";"131.243.94.195";64303;427;"Autre";"{}";"2004-10-04 23:24:35";36
217;"131.243.88.202";"131.243.88.202";49572;427;"Autre";"{}";"2004-10-04 23:21:28";37
218;"131.243.88.202";"131.243.88.202";49572;427;"Autre";"{}";"2004-10-04 23:21:35";37
219;"131.243.94.204";"131.243.94.204";50464;427;"Autre";"{}";"2004-10-04 23:20:22";38
220;"131.243.94.204";"131.243.94.204";50464;427;"Autre";"{}";"2004-10-04 23:20:29";38
221;"131.243.155.35";"131.243.155.35";1673;80;"HTTP";"{}";"2004-10-04 23:21:54";39
222;"131.243.155.35";"131.243.155.35";1673;80;"HTTP";"{}";"2004-10-04 23:21:54";39
223;"131.243.155.35";"131.243.155.35";1673;80;"HTTP";"{}";"2004-10-04 23:21:54";39
224;"131.243.155.35";"131.243.155.35";1673;80;"HTTP";"{}";"2004-10-04 23:21:54";39
225;"131.243.155.35";"131.243.155.35";1673;80;"HTTP";"{}";"2004-10-04 23:21:54";39
226;"131.243.155.35";"131.243.155.35";1673;80;"HTTP";"{}";"2004-10-04 23:21:54";39
227;"131.243.155.35";"131.243.155.35";1673;80;"HTTP";"{}";"2004-10-04 23:21:54";39
228;"131.243.155.35";"131.243.155.35";1673;80;"HTTP";"{}";"2004-10-04 23:21:54";39
229;"131.243.61.187";"131.243.61.187";60960;427;"Autre";"{}";"2004-10-04 23:21:34";40
230;"131.243.61.187";"131.243.61.187";60960;427;"Autre";"{}";"2004-10-04 23:21:37";40
231;"131.243.61.187";"131.243.61.187";60960;427;"Autre";"{}";"2004-10-04 23:21:40";40
232;"131.243.61.187";"131.243.61.187";60960;427;"Autre";"{}";"2004-10-04 23:21:43";40
233;"131.243.155.174";"131.243.155.174";1082;993;"IMAPS";"{}";"2004-10-04 23:21:39";41
234;"131.243.155.174";"131.243.155.174";1082;993;"IMAPS";"{}";"2004-10-04 23:21:39";41
235;"131.243.155.174";"131.243.155.174";1082;993;"IMAPS";"{}";"2004-10-04 23:21:39";41
236;"131.243.155.174";"131.243.155.174";1082;993;"IMAPS";"{}";"2004-10-04 23:21:39";41
237;"131.243.155.174";"131.243.155.174";1082;993;"IMAPS";"{}";"2004-10-04 23:26:39";41
238;"131.243.155.174";"131.243.155.174";1082;993;"IMAPS";"{}";"2004-10-04 23:26:39";41
239;"131.243.155.174";"131.243.155.174";1082;993;"IMAPS";"{}";"2004-10-04 23:26:39";41
240;"131.243.155.174";"131.243.155.174";1082;993;"IMAPS";"{}";"2004-10-04 23:26:39";41
241;"131.243.94.204";"131.243.94.204";50484;427;"Autre";"{}";"2004-10-04 23:25:46";42
242;"131.243.94.204";"131.243.94.204";50484;427;"Autre";"{}";"2004-10-04 23:25:53";42
243;"131.243.103.13";"131.243.103.13";54155;427;"Autre";"{}";"2004-10-04 23:21:29";43
244;"131.243.103.13";"131.243.103.13";54155;427;"Autre";"{}";"2004-10-04 23:21:32";43
245;"131.243.103.13";"131.243.103.13";54155;427;"Autre";"{}";"2004-10-04 23:21:35";43
246;"131.243.103.13";"131.243.103.13";54155;427;"Autre";"{}";"2004-10-04 23:21:38";43
247;"59.223.13.123";"59.223.13.123";80;1695;"HTTP";"{}";"2004-10-04 23:27:03";44
248;"59.223.13.123";"59.223.13.123";80;1695;"HTTP";"{}";"2004-10-04 23:27:03";44
249;"59.223.13.123";"59.223.13.123";80;1695;"HTTP";"{}";"2004-10-04 23:27:03";44
250;"59.223.13.123";"59.223.13.123";80;1695;"HTTP";"{}";"2004-10-04 23:27:03";44
251;"59.223.13.123";"59.223.13.123";80;1695;"HTTP";"{}";"2004-10-04 23:27:03";44
252;"59.223.13.123";"59.223.13.123";80;1695;"HTTP";"{}";"2004-10-04 23:27:18";44
253;"131.243.155.125";"131.243.155.125";138;138;"Autre";"{}";"2004-10-04 23:25:26";45
254;"131.243.155.174";"131.243.155.174";1038;524;"Autre";"{}";"2004-10-04 23:23:07";46
255;"131.243.219.216";"131.243.219.216";137;137;"Autre";"{}";"2004-10-04 23:25:22";47
256;"131.243.107.4";"131.243.107.4";49194;427;"Autre";"{}";"2004-10-04 23:19:04";48
257;"131.243.107.4";"131.243.107.4";49194;427;"Autre";"{}";"2004-10-04 23:19:11";48
258;"131.243.144.171";"131.243.144.171";54063;427;"Autre";"{}";"2004-10-04 23:19:01";49
259;"131.243.144.171";"131.243.144.171";54063;427;"Autre";"{}";"2004-10-04 23:19:08";49
260;"131.243.155.21";"131.243.155.21";427;50482;"Autre";"{}";"2004-10-04 23:25:41";50
261;"131.243.155.21";"131.243.155.21";427;50482;"Autre";"{}";"2004-10-04 23:25:48";50
262;"128.3.161.46";"128.3.161.46";2080;161;"Autre";"{}";"2004-10-04 23:20:20";51
263;"128.3.188.198";"128.3.188.198";49655;427;"Autre";"{}";"2004-10-04 23:22:22";52
264;"128.3.188.198";"128.3.188.198";49655;427;"Autre";"{}";"2004-10-04 23:22:25";52
265;"128.3.188.198";"128.3.188.198";49655;427;"Autre";"{}";"2004-10-04 23:22:28";52
266;"128.3.188.198";"128.3.188.198";49655;427;"Autre";"{}";"2004-10-04 23:22:31";52
267;"128.3.161.46";"128.3.161.46";2126;161;"Autre";"{}";"2004-10-04 23:21:31";53
268;"128.3.161.182";"128.3.161.182";138;138;"Autre";"{}";"2004-10-04 23:25:26";54
269;"131.243.155.178";"131.243.155.178";2809;524;"Autre";"{}";"2004-10-04 23:28:17";55
270;"131.243.100.120";"131.243.100.120";61416;427;"Autre";"{}";"2004-10-04 23:22:03";56
271;"131.243.100.120";"131.243.100.120";61416;427;"Autre";"{}";"2004-10-04 23:22:06";56
272;"131.243.100.120";"131.243.100.120";61416;427;"Autre";"{}";"2004-10-04 23:22:09";56
273;"131.243.100.120";"131.243.100.120";61416;427;"Autre";"{}";"2004-10-04 23:22:12";56
274;"128.3.164.15";"128.3.164.15";993;1510;"IMAPS";"{}";"2004-10-04 23:22:43";57
275;"128.3.164.15";"128.3.164.15";993;1510;"IMAPS";"{}";"2004-10-04 23:22:43";57
