"id";"address";"exchanged"
49;"206.87.181.234";"{""Volume"": 14824, ""Protocole"": {""HTTP"": {""Nombrein"": 124, ""Volumeout"": 8048, ""Nombreout"": 148, ""Volumein"": 6776}}, ""id"": null}"
50;"131.243.140.234";"{""Volume"": 336, ""Protocole"": {""Autre"": {""Nombrein"": 0, ""Volumeout"": 336, ""Nombreout"": 8, ""Volumein"": 0}}}"
51;"131.243.160.132";"{""Volume"": 79110, ""Protocole"": {""Autre"": {""Nombrein"": 756, ""Volumeout"": 38286, ""Nombreout"": 709, ""Volumein"": 40824}}, ""id"": null}"
52;"131.243.160.133";"{""Volume"": 75060, ""Protocole"": {""SSH"": {""Nombrein"": 550, ""Volumeout"": 45360, ""Nombreout"": 840, ""Volumein"": 29700}}, ""id"": null}"
53;"131.243.93.243";"{""Volume"": 336, ""Protocole"": {""Autre"": {""Nombrein"": 0, ""Volumeout"": 336, ""Nombreout"": 8, ""Volumein"": 0}}}"
54;"131.243.146.16";"{""Volume"": 168, ""Protocole"": {""Autre"": {""Nombrein"": 0, ""Volumeout"": 168, ""Nombreout"": 4, ""Volumein"": 0}}}"
55;"198.129.88.33";"{""Volume"": 84, ""Protocole"": {""Autre"": {""Nombrein"": 0, ""Volumeout"": 84, ""Nombreout"": 2, ""Volumein"": 0}}}"
56;"128.3.211.215";"{""Volume"": 336, ""Protocole"": {""Autre"": {""Nombrein"": 0, ""Volumeout"": 336, ""Nombreout"": 8, ""Volumein"": 0}}}"
57;"128.3.211.212";"{""Volume"": 210, ""Protocole"": {""Autre"": {""Nombrein"": 0, ""Volumeout"": 210, ""Nombreout"": 5, ""Volumein"": 0}}}"
58;"131.243.144.11";"{""Volume"": 84, ""Protocole"": {""Autre"": {""Nombrein"": 0, ""Volumeout"": 84, ""Nombreout"": 2, ""Volumein"": 0}}}"
59;"59.79.14.197";"{""Volume"": 1906, ""Protocole"": {""HTTP"": {""Nombrein"": 14, ""Volumeout"": 1142, ""Nombreout"": 21, ""Volumein"": 764}}, ""id"": null}"
60;"131.243.124.31";"{""Volume"": 336, ""Protocole"": {""Autre"": {""Nombrein"": 0, ""Volumeout"": 336, ""Nombreout"": 8, ""Volumein"": 0}}}"
61;"131.243.101.105";"{""Volume"": 336, ""Protocole"": {""Autre"": {""Nombrein"": 0, ""Volumeout"": 336, ""Nombreout"": 8, ""Volumein"": 0}}}"
62;"128.3.209.222";"{""Volume"": 252, ""Protocole"": {""Autre"": {""Nombrein"": 2, ""Volumeout"": 168, ""Nombreout"": 4, ""Volumein"": 84}}}"
63;"131.243.141.75";"{""Volume"": 336, ""Protocole"": {""Autre"": {""Nombrein"": 0, ""Volumeout"": 336, ""Nombreout"": 8, ""Volumein"": 0}}}"
64;"128.3.255.14";"{""Volume"": 534, ""Protocole"": {""Autre"": {""Nombrein"": 1, ""Volumeout"": 180, ""Nombreout"": 4, ""Volumein"": 54}, ""ICMP"": {""Nombrein"": 2, ""Volumeout"": 84, ""Nombreout"": 2, ""Volumein"": 84}, ""LDAP"": {""Nombrein"": 1, ""Volumeout"": 66, ""Nombreout"": 1, ""Volumein"": 66}}}"
65;"128.3.255.10";"{""Volume"": 7964, ""Protocole"": {""Autre"": {""Nombrein"": 35, ""Volumeout"": 1816, ""Nombreout"": 34, ""Volumein"": 1882}, ""IMAP"": {""Nombrein"": 48, ""Volumeout"": 1566, ""Nombreout"": 29, ""Volumein"": 2592}, ""LDAP"": {""Nombrein"": 1, ""Volumeout"": 54, ""Nombreout"": 1, ""Volumein"": 54}}, ""id"": null}"
66;"128.3.255.18";"{""Volume"": 4146, ""Protocole"": {""Autre"": {""Nombrein"": 45, ""Volumeout"": 1724, ""Nombreout"": 32, ""Volumein"": 2422}}, ""id"": null}"
67;"131.243.219.233";"{""Volume"": 168, ""Protocole"": {""Autre"": {""Nombrein"": 0, ""Volumeout"": 168, ""Nombreout"": 4, ""Volumein"": 0}}}"
68;"131.243.146.112";"{""Volume"": 84, ""Protocole"": {""Autre"": {""Nombrein"": 0, ""Volumeout"": 84, ""Nombreout"": 2, ""Volumein"": 0}}}"
69;"128.3.183.244";"{""Volume"": 840, ""Protocole"": {""Autre"": {""Nombrein"": 10, ""Volumeout"": 420, ""Nombreout"": 10, ""Volumein"": 420}}, ""id"": null}"
70;"128.3.70.127";"{""Volume"": 840, ""Protocole"": {""Autre"": {""Nombrein"": 10, ""Volumeout"": 420, ""Nombreout"": 10, ""Volumein"": 420}}, ""id"": null}"
71;"131.243.105.81";"{""Volume"": 168, ""Protocole"": {""Autre"": {""Nombrein"": 0, ""Volumeout"": 168, ""Nombreout"": 4, ""Volumein"": 0}}}"
72;"128.3.194.88";"{""Volume"": 336, ""Protocole"": {""Autre"": {""Nombrein"": 0, ""Volumeout"": 336, ""Nombreout"": 8, ""Volumein"": 0}}}"
73;"128.3.161.182";"{""Volume"": 20508, ""Protocole"": {""Autre"": {""Nombrein"": 193, ""Volumeout"": 9946, ""Nombreout"": 183, ""Volumein"": 10562}}, ""id"": null}"
74;"131.243.13.111";"{""Volume"": 84, ""Protocole"": {""Autre"": {""Nombrein"": 0, ""Volumeout"": 84, ""Nombreout"": 2, ""Volumein"": 0}}}"
75;"131.243.142.216";"{""Volume"": 336, ""Protocole"": {""Autre"": {""Nombrein"": 0, ""Volumeout"": 336, ""Nombreout"": 8, ""Volumein"": 0}}}"
76;"131.243.142.214";"{""Volume"": 1155846, ""Protocole"": {""Autre"": {""Nombrein"": 10304, ""Volumeout"": 599430, ""Nombreout"": 11101, ""Volumein"": 556416}}, ""id"": null}"
77;"128.3.70.158";"{""Volume"": 840, ""Protocole"": {""Autre"": {""Nombrein"": 10, ""Volumeout"": 420, ""Nombreout"": 10, ""Volumein"": 420}}}"
78;"204.52.78.117";"{""Volume"": 1344, ""Protocole"": {""HTTP"": {""Nombrein"": 15, ""Volumeout"": 510, ""Nombreout"": 9, ""Volumein"": 834}}, ""id"": null}"
79;"131.243.100.167";"{""Volume"": 336, ""Protocole"": {""Autre"": {""Nombrein"": 0, ""Volumeout"": 336, ""Nombreout"": 8, ""Volumein"": 0}}}"
80;"131.243.105.180";"{""Volume"": 168, ""Protocole"": {""Autre"": {""Nombrein"": 0, ""Volumeout"": 168, ""Nombreout"": 4, ""Volumein"": 0}}}"
81;"204.52.78.119";"{""Volume"": 4032, ""Protocole"": {""HTTP"": {""Nombrein"": 45, ""Volumeout"": 1530, ""Nombreout"": 27, ""Volumein"": 2502}}, ""id"": null}"
82;"144.201.74.44";"{""Volume"": 49978, ""Protocole"": {""HTTP"": {""Nombrein"": 385, ""Volumeout"": 28976, ""Nombreout"": 536, ""Volumein"": 21002}}, ""id"": null}"
83;"208.102.234.6";"{""Volume"": 324, ""Protocole"": {""Autre"": {""Nombrein"": 3, ""Volumeout"": 162, ""Nombreout"": 3, ""Volumein"": 162}}, ""id"": null}"
84;"128.3.255.153";"{""Volume"": 2436, ""Protocole"": {""Autre"": {""Nombrein"": 29, ""Volumeout"": 1218, ""Nombreout"": 29, ""Volumein"": 1218}}, ""id"": null}"
85;"128.3.255.154";"{""Volume"": 35938, ""Protocole"": {""Autre"": {""Nombrein"": 409, ""Volumeout"": 18060, ""Nombreout"": 430, ""Volumein"": 17178}, ""ICMP"": {""Nombrein"": 10, ""Volumeout"": 0, ""Nombreout"": 0, ""Volumein"": 700}}, ""id"": null}"
86;"128.3.255.157";"{""Volume"": 648, ""Protocole"": {""Autre"": {""Nombrein"": 6, ""Volumeout"": 324, ""Nombreout"": 6, ""Volumein"": 324}}, ""id"": null}"
87;"128.3.208.70";"{""Volume"": 336, ""Protocole"": {""Autre"": {""Nombrein"": 0, ""Volumeout"": 336, ""Nombreout"": 8, ""Volumein"": 0}}}"
219;"131.243.102.69";"{""Volume"": 168, ""Protocole"": {""Autre"": {""Nombrein"": 0, ""Volumeout"": 168, ""Nombreout"": 4, ""Volumein"": 0}}}"
88;"131.243.89.235";"{""Volume"": 840, ""Protocole"": {""Autre"": {""Nombrein"": 10, ""Volumeout"": 420, ""Nombreout"": 10, ""Volumein"": 420}}, ""id"": null}"
89;"208.235.56.36";"{""Volume"": 664, ""Protocole"": {""HTTP"": {""Nombrein"": 6, ""Volumeout"": 332, ""Nombreout"": 6, ""Volumein"": 332}}, ""id"": null}"
90;"131.243.41.20";"{""Volume"": 168, ""Protocole"": {""Autre"": {""Nombrein"": 0, ""Volumeout"": 168, ""Nombreout"": 4, ""Volumein"": 0}}}"
91;"128.3.2.162";"{""Volume"": 84, ""Protocole"": {""ICMP"": {""Nombrein"": 1, ""Volumeout"": 42, ""Nombreout"": 1, ""Volumein"": 42}}}"
92;"131.243.143.123";"{""Volume"": 336, ""Protocole"": {""Autre"": {""Nombrein"": 0, ""Volumeout"": 336, ""Nombreout"": 8, ""Volumein"": 0}}}"
93;"131.243.87.18";"{""Volume"": 1620, ""Protocole"": {""Autre"": {""Nombrein"": 10, ""Volumeout"": 1080, ""Nombreout"": 20, ""Volumein"": 540}}}"
94;"128.3.71.243";"{""Volume"": 798, ""Protocole"": {""Autre"": {""Nombrein"": 10, ""Volumeout"": 378, ""Nombreout"": 9, ""Volumein"": 420}}, ""id"": null}"
95;"128.3.161.32";"{""Volume"": 9720, ""Protocole"": {""Autre"": {""Nombrein"": 90, ""Volumeout"": 4860, ""Nombreout"": 90, ""Volumein"": 4860}}, ""id"": null}"
96;"128.3.208.160";"{""Volume"": 168, ""Protocole"": {""Autre"": {""Nombrein"": 0, ""Volumeout"": 168, ""Nombreout"": 4, ""Volumein"": 0}}}"
97;"198.91.24.237";"{""Volume"": 84, ""Protocole"": {""ICMP"": {""Nombrein"": 1, ""Volumeout"": 42, ""Nombreout"": 1, ""Volumein"": 42}}}"
98;"131.243.13.183";"{""Volume"": 84, ""Protocole"": {""Autre"": {""Nombrein"": 0, ""Volumeout"": 84, ""Nombreout"": 2, ""Volumein"": 0}}}"
99;"204.116.99.131";"{""Volume"": 1146, ""Protocole"": {""HTTP"": {""Nombrein"": 10, ""Volumeout"": 598, ""Nombreout"": 11, ""Volumein"": 548}}}"
100;"131.243.94.171";"{""Volume"": 336, ""Protocole"": {""Autre"": {""Nombrein"": 0, ""Volumeout"": 336, ""Nombreout"": 8, ""Volumein"": 0}}}"
101;"131.243.170.121";"{""Volume"": 714, ""Protocole"": {""Autre"": {""Nombrein"": 0, ""Volumeout"": 714, ""Nombreout"": 17, ""Volumein"": 0}}}"
102;"128.3.4.223";"{""Volume"": 126, ""Protocole"": {""Autre"": {""Nombrein"": 0, ""Volumeout"": 126, ""Nombreout"": 3, ""Volumein"": 0}}}"
103;"131.243.86.232";"{""Volume"": 168, ""Protocole"": {""Autre"": {""Nombrein"": 0, ""Volumeout"": 168, ""Nombreout"": 4, ""Volumein"": 0}}}"
104;"128.3.112.205";"{""Volume"": 168, ""Protocole"": {""Autre"": {""Nombrein"": 0, ""Volumeout"": 168, ""Nombreout"": 4, ""Volumein"": 0}}}"
105;"128.3.4.67";"{""Volume"": 672, ""Protocole"": {""Autre"": {""Nombrein"": 5, ""Volumeout"": 462, ""Nombreout"": 11, ""Volumein"": 210}}}"
106;"131.243.143.80";"{""Volume"": 3059518, ""Protocole"": {""Autre"": {""Nombrein"": 14561, ""Volumeout"": 2094930, ""Nombreout"": 31741, ""Volumein"": 961386}, ""FTP"": {""Nombrein"": 31, ""Volumeout"": 1520, ""Nombreout"": 28, ""Volumein"": 1682}}, ""id"": null}"
107;"204.116.120.241";"{""Volume"": 1220, ""Protocole"": {""HTTP"": {""Nombrein"": 14, ""Volumeout"": 448, ""Nombreout"": 8, ""Volumein"": 772}}, ""id"": null}"
108;"128.3.4.62";"{""Volume"": 84, ""Protocole"": {""Autre"": {""Nombrein"": 0, ""Volumeout"": 84, ""Nombreout"": 2, ""Volumein"": 0}}}"
109;"128.3.147.16";"{""Volume"": 84, ""Protocole"": {""Autre"": {""Nombrein"": 0, ""Volumeout"": 84, ""Nombreout"": 2, ""Volumein"": 0}}}"
110;"131.243.84.150";"{""Volume"": 1120, ""Protocole"": {""Autre"": {""Nombrein"": 10, ""Volumeout"": 0, ""Nombreout"": 0, ""Volumein"": 420}, ""ICMP"": {""Nombrein"": 0, ""Volumeout"": 700, ""Nombreout"": 10, ""Volumein"": 0}}, ""id"": null}"
111;"131.243.155.227";"{""Volume"": 42, ""Protocole"": {""Autre"": {""Nombrein"": 0, ""Volumeout"": 42, ""Nombreout"": 1, ""Volumein"": 0}}}"
112;"131.243.93.124";"{""Volume"": 336, ""Protocole"": {""Autre"": {""Nombrein"": 0, ""Volumeout"": 336, ""Nombreout"": 8, ""Volumein"": 0}}}"
113;"118.181.16.7";"{""Volume"": 32326, ""Protocole"": {""Autre"": {""Nombrein"": 24, ""Volumeout"": 31022, ""Nombreout"": 733, ""Volumein"": 1304}}, ""id"": null}"
114;"131.243.91.218";"{""Volume"": 336, ""Protocole"": {""Autre"": {""Nombrein"": 0, ""Volumeout"": 336, ""Nombreout"": 8, ""Volumein"": 0}}}"
115;"208.203.50.138";"{""Volume"": 2172, ""Protocole"": {""HTTP"": {""Nombrein"": 15, ""Volumeout"": 1354, ""Nombreout"": 25, ""Volumein"": 818}}, ""id"": null}"
116;"128.55.187.48";"{""Volume"": 1260, ""Protocole"": {""Autre"": {""Nombrein"": 10, ""Volumeout"": 840, ""Nombreout"": 20, ""Volumein"": 420}}, ""id"": null}"
117;"131.243.170.32";"{""Volume"": 168, ""Protocole"": {""Autre"": {""Nombrein"": 0, ""Volumeout"": 168, ""Nombreout"": 4, ""Volumein"": 0}}}"
118;"128.3.2.201";"{""Volume"": 336, ""Protocole"": {""Autre"": {""Nombrein"": 0, ""Volumeout"": 336, ""Nombreout"": 8, ""Volumein"": 0}}}"
119;"131.243.219.52";"{""Volume"": 336, ""Protocole"": {""Autre"": {""Nombrein"": 0, ""Volumeout"": 336, ""Nombreout"": 8, ""Volumein"": 0}}}"
120;"131.243.160.251";"{""Volume"": 10858, ""Protocole"": {""HTTPS"": {""Nombrein"": 99, ""Volumeout"": 5456, ""Nombreout"": 100, ""Volumein"": 5402}}, ""id"": null}"
121;"204.119.192.249";"{""Volume"": 28858, ""Protocole"": {""HTTP"": {""Nombrein"": 212, ""Volumeout"": 17150, ""Nombreout"": 315, ""Volumein"": 11708}}, ""id"": null}"
122;"207.235.214.252";"{""Volume"": 768, ""Protocole"": {""HTTP"": {""Nombrein"": 8, ""Volumeout"": 328, ""Nombreout"": 6, ""Volumein"": 440}}, ""id"": null}"
123;"58.247.140.14";"{""Volume"": 556, ""Protocole"": {""HTTP"": {""Nombrein"": 5, ""Volumeout"": 278, ""Nombreout"": 5, ""Volumein"": 278}}, ""id"": null}"
124;"131.243.160.173";"{""Volume"": 108, ""Protocole"": {""Autre"": {""Nombrein"": 1, ""Volumeout"": 54, ""Nombreout"": 1, ""Volumein"": 54}}}"
125;"219.11.207.195";"{""Volume"": 10820, ""Protocole"": {""HTTP"": {""Nombrein"": 82, ""Volumeout"": 6280, ""Nombreout"": 116, ""Volumein"": 4540}}, ""id"": null}"
126;"128.3.161.252";"{""Volume"": 85528, ""Protocole"": {""Autre"": {""Nombrein"": 927, ""Volumeout"": 42546, ""Nombreout"": 963, ""Volumein"": 40462}, ""ICMP"": {""Nombrein"": 30, ""Volumeout"": 1260, ""Nombreout"": 30, ""Volumein"": 1260}}}"
127;"131.243.40.126";"{""Volume"": 336, ""Protocole"": {""Autre"": {""Nombrein"": 0, ""Volumeout"": 336, ""Nombreout"": 8, ""Volumein"": 0}}}"
128;"131.243.91.14";"{""Volume"": 126, ""Protocole"": {""Autre"": {""Nombrein"": 0, ""Volumeout"": 126, ""Nombreout"": 3, ""Volumein"": 0}}}"
129;"131.243.91.15";"{""Volume"": 168, ""Protocole"": {""Autre"": {""Nombrein"": 0, ""Volumeout"": 168, ""Nombreout"": 4, ""Volumein"": 0}}}"
130;"199.237.165.92";"{""Volume"": 8672, ""Protocole"": {""HTTP"": {""Nombrein"": 70, ""Volumeout"": 4876, ""Nombreout"": 90, ""Volumein"": 3796}}, ""id"": null}"
131;"131.243.10.21";"{""Volume"": 840, ""Protocole"": {""Autre"": {""Nombrein"": 10, ""Volumeout"": 420, ""Nombreout"": 10, ""Volumein"": 420}}, ""id"": null}"
132;"131.243.146.230";"{""Volume"": 168, ""Protocole"": {""Autre"": {""Nombrein"": 0, ""Volumeout"": 168, ""Nombreout"": 4, ""Volumein"": 0}}}"
133;"128.3.211.8";"{""Volume"": 336, ""Protocole"": {""Autre"": {""Nombrein"": 0, ""Volumeout"": 336, ""Nombreout"": 8, ""Volumein"": 0}}}"
134;"131.243.88.128";"{""Volume"": 210, ""Protocole"": {""Autre"": {""Nombrein"": 0, ""Volumeout"": 210, ""Nombreout"": 5, ""Volumein"": 0}}}"
135;"131.243.141.37";"{""Volume"": 672, ""Protocole"": {""Autre"": {""Nombrein"": 0, ""Volumeout"": 672, ""Nombreout"": 16, ""Volumein"": 0}}}"
