"id";"hostSrc";"hostDest";"portSrc";"portDest";"protocol"
2221;"131.243.103.13";"239.255.255.253";54321;427;"UDP"
2222;"128.3.255.241";"128.3.161.177";161;1428;"UDP"
2223;"128.3.255.241";"128.3.161.177";161;1429;"UDP"
2224;"128.3.255.241";"128.3.161.177";161;1426;"UDP"
2225;"128.3.255.241";"128.3.161.177";161;1427;"UDP"
2226;"128.3.255.241";"128.3.161.177";161;1424;"UDP"
2227;"128.3.255.241";"128.3.161.177";161;1425;"UDP"
2228;"128.3.255.241";"128.3.161.177";161;1422;"UDP"
2229;"128.3.255.241";"128.3.161.177";161;1423;"UDP"
2230;"128.3.255.241";"128.3.161.177";161;1420;"UDP"
2231;"128.3.255.241";"128.3.161.177";161;1421;"UDP"
2232;"128.3.161.22";"128.3.255.66";824;515;"TCP"
2233;"128.3.255.229";"128.3.161.22";161;1032;"UDP"
2234;"128.3.255.60";"128.3.188.95";25007;25009;"UDP"
2235;"167.130.77.101";"128.3.255.42";80;3410;"TCP"
2236;"167.130.77.101";"128.3.255.42";80;3413;"TCP"
2237;"128.3.161.177";"128.3.255.90";1711;161;"UDP"
2238;"128.3.255.114";"128.3.161.74";1040;524;"TCP"
2239;"128.3.19.43";"128.3.255.154";11001;11001;"UDP"
2240;"128.3.255.47";"128.3.161.182";3717;139;"TCP"
2241;"131.243.103.106";"239.255.255.253";55996;427;"UDP"
2242;"131.243.91.224";"239.255.255.253";52524;427;"UDP"
2243;"128.3.255.49";"58.247.242.225";3916;80;"TCP"
2244;"131.243.142.214";"128.3.255.28";524;1041;"TCP"
2245;"128.3.255.49";"58.247.198.252";3569;80;"TCP"
2246;"128.3.164.194";"128.3.255.24";993;1191;"TCP"
2247;"128.3.255.149";"128.3.161.5";1149;3396;"TCP"
2248;"128.3.255.211";"128.3.164.191";3383;5730;"TCP"
2249;"198.129.88.104";"239.255.255.250";1900;1900;"UDP"
2250;"128.3.255.28";"204.119.192.249";1932;80;"TCP"
2251;"128.3.255.147";"131.243.143.66";427;427;"UDP"
2252;"128.3.255.66";"128.3.161.22";515;917;"TCP"
2253;"128.3.255.66";"128.3.161.252";515;826;"TCP"
2254;"128.3.255.49";"59.69.237.47";3543;80;"TCP"
2255;"131.243.144.79";"239.255.255.253";61761;427;"UDP"
2256;"128.3.255.171";"128.3.161.230";3006;524;"TCP"
2257;"128.3.255.227";"128.3.161.96";1762;445;"TCP"
2258;"128.3.255.60";"128.3.188.95";25006;25008;"UDP"
2259;"128.3.255.28";"204.119.192.249";1922;80;"TCP"
2260;"128.3.255.84";"128.3.164.194";3045;993;"TCP"
2261;"131.243.61.187";"239.255.255.253";61064;427;"UDP"
2262;"128.3.255.212";"196.119.124.204";4298;80;"TCP"
2263;"128.3.161.165";"128.3.255.204";524;1026;"TCP"
2264;"128.3.161.177";"128.3.255.241";1422;161;"UDP"
2265;"128.3.161.46";"128.3.255.153";4861;161;"UDP"
2266;"128.3.161.177";"128.3.255.229";4873;161;"UDP"
2267;"128.3.161.62";"128.3.255.106";1056;2967;"UDP"
2268;"59.69.192.211";"128.3.255.139";80;1043;"TCP"
2269;"131.243.103.13";"239.255.255.253";54248;427;"UDP"
2270;"118.147.64.199";"128.3.255.172";80;2047;"TCP"
2271;"118.147.64.199";"128.3.255.172";80;2048;"TCP"
2272;"128.3.161.177";"128.3.255.229";4874;161;"UDP"
2273;"58.247.202.26";"128.3.255.49";80;3599;"TCP"
2274;"58.247.202.26";"128.3.255.49";80;3598;"TCP"
2275;"59.69.192.211";"128.3.255.139";80;1047;"TCP"
2276;"59.69.237.47";"128.3.255.49";80;3734;"TCP"
2277;"128.3.255.172";"56.81.14.17";2085;80;"TCP"
2278;"128.3.242.159";"239.255.255.253";52729;427;"UDP"
2279;"131.243.141.187";"128.3.255.187";524;3019;"TCP"
2280;"128.3.255.84";"131.243.160.98";3222;7777;"TCP"
2281;"59.69.237.47";"128.3.255.49";80;3732;"TCP"
2282;"128.3.255.90";"128.3.161.177";161;1721;"UDP"
2283;"128.3.255.49";"59.69.237.47";3536;80;"TCP"
2284;"131.243.61.70";"239.255.255.253";51681;427;"UDP"
2285;"204.52.78.119";"128.3.255.49";80;3808;"TCP"
2286;"128.3.161.230";"128.3.255.99";524;3006;"TCP"
2287;"128.3.96.230";"128.3.255.220";2206;161;"UDP"
2288;"128.3.161.22";"128.3.255.241";774;515;"TCP"
2289;"128.3.255.131";"128.3.255.255";138;138;"UDP"
2290;"128.3.161.177";"128.3.255.90";1713;161;"UDP"
2291;"128.3.255.49";"204.52.77.121";3918;80;"TCP"
2292;"208.0.11.228";"128.3.255.131";80;4012;"TCP"
2293;"208.0.11.228";"128.3.255.131";80;4014;"TCP"
2294;"128.3.255.147";"131.243.219.74";427;49170;"UDP"
2295;"128.3.255.90";"128.3.161.177";161;1548;"UDP"
2296;"128.3.255.90";"128.3.161.177";161;1549;"UDP"
2297;"128.3.255.49";"59.69.237.47";3665;80;"TCP"
2298;"128.3.255.114";"128.3.161.182";1276;139;"TCP"
2299;"128.3.255.90";"128.3.161.22";515;723;"TCP"
2300;"131.243.103.13";"239.255.255.253";54305;427;"UDP"
2301;"128.3.255.88";"208.0.11.228";3591;80;"TCP"
2302;"128.3.161.177";"128.3.255.90";1718;161;"UDP"
2303;"128.3.161.165";"128.3.255.157";524;1026;"TCP"
2304;"128.3.70.205";"128.3.255.154";11001;11001;"UDP"
2305;"128.3.255.154";"128.3.183.244";11001;11001;"UDP"
2306;"128.3.255.211";"128.3.161.177";3395;3396;"TCP"
2307;"131.243.140.86";"128.3.255.99";524;3083;"TCP"
2308;"131.243.103.106";"239.255.255.253";56000;427;"UDP"
2309;"131.243.61.70";"239.255.255.253";51674;427;"UDP"
2310;"131.243.219.216";"128.3.255.97";137;137;"UDP"
2311;"128.3.112.228";"239.255.255.253";57309;427;"UDP"
2312;"128.3.161.177";"128.3.255.90";1567;161;"UDP"
2313;"128.3.255.49";"59.69.237.47";3652;80;"TCP"
2314;"118.176.235.30";"128.3.255.49";80;3594;"TCP"
2315;"128.3.255.24";"128.3.162.176";1276;139;"TCP"
2316;"128.3.255.154";"131.243.127.63";11001;11001;"UDP"
2317;"208.235.59.212";"128.3.255.49";80;3580;"TCP"
2318;"128.3.255.49";"208.166.54.108";3922;80;"TCP"
2319;"131.243.160.98";"128.3.255.99";7777;3182;"TCP"
2320;"128.3.255.153";"128.3.161.46";161;4856;"UDP"
2321;"128.3.164.194";"128.3.255.149";143;1138;"TCP"
2322;"128.3.255.153";"128.3.161.46";161;4854;"UDP"
2323;"128.3.255.153";"128.3.161.46";161;4855;"UDP"
2324;"128.3.255.153";"128.3.161.46";161;4852;"UDP"
2325;"128.3.255.153";"128.3.161.46";161;4853;"UDP"
2326;"128.3.255.153";"128.3.161.46";161;4850;"UDP"
2327;"128.3.255.49";"59.69.237.47";3621;80;"TCP"
2328;"128.3.255.147";"131.243.140.86";427;427;"UDP"
2329;"128.3.255.153";"128.3.161.46";161;4859;"UDP"
2330;"128.3.255.35";"131.243.160.98";3039;7001;"TCP"
2331;"128.3.255.84";"131.243.142.214";3019;524;"TCP"
2332;"128.3.242.89";"239.255.255.253";50144;427;"UDP"
2333;"128.3.255.31";"128.3.161.22";515;838;"TCP"
2334;"128.3.183.187";"239.255.255.253";52615;427;"UDP"
2335;"220.139.132.191";"128.3.255.98";80;1471;"TCP"
2336;"131.243.61.70";"239.255.255.253";51684;427;"UDP"
2337;"128.3.255.189";"128.3.161.5";3922;3396;"TCP"
2338;"128.3.255.189";"128.3.161.177";3974;3396;"TCP"
2339;"128.3.255.49";"59.69.237.47";3840;80;"TCP"
2340;"128.3.112.205";"239.255.255.253";53294;427;"UDP"
2341;"218.131.115.51";"128.3.255.35";80;3134;"TCP"
2342;"128.3.194.88";"239.255.255.253";64289;427;"UDP"
2343;"218.131.115.51";"128.3.255.35";80;3132;"TCP"
2344;"218.131.115.51";"128.3.255.35";80;3133;"TCP"
2345;"131.243.61.187";"239.255.255.253";61122;427;"UDP"
2346;"128.3.255.174";"131.243.87.88";2080;1306;"TCP"
2347;"128.3.255.49";"118.176.235.30";3899;80;"TCP"
2348;"131.243.147.204";"239.255.255.253";56665;427;"UDP"
2349;"128.3.255.241";"128.3.161.177";161;1435;"UDP"
2350;"128.3.255.241";"128.3.161.177";161;1434;"UDP"
2351;"128.3.255.241";"128.3.161.177";161;1437;"UDP"
2352;"128.3.255.241";"128.3.161.177";161;1436;"UDP"
2353;"128.3.188.158";"239.255.255.253";50438;427;"UDP"
2354;"128.3.255.241";"128.3.161.177";161;1430;"UDP"
2355;"128.3.255.241";"128.3.161.177";161;1432;"UDP"
2356;"128.3.255.189";"128.3.161.5";3878;3396;"TCP"
2357;"128.3.161.22";"128.3.255.31";791;515;"TCP"
2358;"131.243.101.105";"239.255.255.253";63922;427;"UDP"
2359;"128.3.255.24";"128.3.161.182";1270;139;"TCP"
2360;"128.3.161.46";"128.3.255.189";3396;3836;"TCP"
2361;"128.3.211.20";"239.255.255.253";52980;427;"UDP"
2362;"128.3.211.215";"239.255.255.253";55755;427;"UDP"
2363;"128.3.255.21";"131.243.160.173";3025;1521;"TCP"
2364;"128.3.255.49";"59.69.237.47";3707;80;"TCP"
2365;"128.3.255.49";"58.247.202.26";3600;80;"TCP"
2366;"128.3.255.60";"128.3.188.95";25013;25011;"UDP"
2367;"131.243.140.105";"128.3.255.214";524;3454;"TCP"
2368;"128.3.161.62";"128.3.255.46";1056;2967;"UDP"
2369;"128.3.161.46";"128.3.255.189";3396;3831;"TCP"
2370;"204.119.192.249";"128.3.255.28";80;1922;"TCP"
2371;"128.3.161.5";"128.3.255.189";3396;3863;"TCP"
2372;"128.3.112.56";"239.255.255.253";60248;427;"UDP"
2373;"128.3.255.189";"128.3.161.46";3891;3396;"TCP"
2374;"128.3.112.228";"239.255.255.253";57308;427;"UDP"
2375;"59.69.237.47";"128.3.255.49";80;3727;"TCP"
2376;"59.69.237.47";"128.3.255.49";80;3726;"TCP"
2377;"59.69.237.47";"128.3.255.49";80;3725;"TCP"
2378;"59.69.237.47";"128.3.255.49";80;3723;"TCP"
2379;"59.69.237.47";"128.3.255.49";80;3722;"TCP"
2380;"59.69.237.47";"128.3.255.49";80;3721;"TCP"
2381;"59.69.237.47";"128.3.255.49";80;3720;"TCP"
2382;"128.3.161.5";"128.3.255.189";3396;3867;"TCP"
2383;"128.3.204.42";"128.3.255.98";1040;38293;"UDP"
2384;"128.55.30.7";"128.3.255.154";11001;11001;"UDP"
2385;"59.69.237.47";"128.3.255.49";80;3729;"TCP"
2386;"59.69.237.47";"128.3.255.49";80;3728;"TCP"
2387;"128.3.255.66";"128.3.161.22";515;907;"TCP"
2388;"128.3.255.241";"128.3.161.22";515;747;"TCP"
2389;"128.3.255.66";"128.3.161.22";515;909;"TCP"
2390;"131.243.26.9";"128.3.255.131";445;4004;"TCP"
2391;"128.3.161.177";"128.3.255.90";1579;161;"UDP"
2392;"128.3.255.21";"208.235.59.226";4440;80;"TCP"
2393;"128.3.161.22";"128.3.255.90";951;515;"TCP"
2394;"131.243.105.81";"239.255.255.253";58931;427;"UDP"
2395;"131.243.94.171";"239.255.255.253";51529;427;"UDP"
2396;"131.243.26.9";"128.3.255.131";1026;4021;"TCP"
2397;"208.0.11.228";"128.3.255.88";80;3593;"TCP"
2398;"208.0.11.228";"128.3.255.88";80;3592;"TCP"
2399;"208.0.11.228";"128.3.255.88";80;3591;"TCP"
2400;"208.0.11.228";"128.3.255.88";80;3590;"TCP"
2401;"128.3.183.145";"224.0.1.22";427;427;"UDP"
2402;"128.3.161.177";"128.3.255.241";1411;161;"UDP"
2403;"128.3.255.174";"128.3.18.217";2080;1045;"TCP"
2404;"128.3.255.34";"128.3.161.165";3014;524;"TCP"
2405;"128.3.255.49";"59.69.237.47";3654;80;"TCP"
2406;"131.243.93.243";"239.255.255.253";57359;427;"UDP"
2407;"128.3.255.75";"131.243.140.86";1193;524;"TCP"
2408;"128.3.255.90";"128.3.161.177";161;1573;"UDP"
2409;"128.3.255.139";"59.69.194.65";1072;80;"TCP"
2410;"131.243.141.187";"128.3.255.211";524;3011;"TCP"
2411;"128.3.161.177";"128.3.255.241";1419;161;"UDP"
2412;"131.243.61.187";"239.255.255.253";61175;427;"UDP"
2413;"128.3.255.172";"208.203.50.138";2055;80;"TCP"
2414;"128.3.255.49";"59.69.237.47";3703;80;"TCP"
2415;"128.3.255.21";"206.52.21.224";4443;80;"TCP"
2416;"131.243.61.70";"239.255.255.253";51645;427;"UDP"
2417;"128.3.255.189";"131.243.141.187";1040;524;"TCP"
2418;"128.3.255.21";"208.235.59.226";4467;80;"TCP"
2419;"131.243.142.81";"224.0.1.22";1039;427;"UDP"
2420;"128.3.255.49";"205.0.3.110";3860;80;"TCP"
2421;"128.3.255.49";"59.69.237.47";3539;80;"TCP"
2422;"131.243.103.106";"239.255.255.253";56004;427;"UDP"
2423;"128.3.255.147";"128.3.4.67";427;49357;"UDP"
2424;"128.3.161.177";"128.3.255.90";1696;161;"UDP"
2425;"128.3.191.71";"239.255.255.253";50920;427;"UDP"
2426;"128.3.255.97";"128.3.161.223";138;138;"UDP"
2427;"128.3.242.76";"239.255.255.253";64303;427;"UDP"
2428;"128.3.255.21";"207.235.225.4";4468;80;"TCP"
2429;"131.243.143.80";"128.3.255.35";350;3170;"TCP"
2430;"128.3.255.24";"128.3.161.182";1272;139;"TCP"
2431;"128.3.255.224";"131.243.140.86";3070;524;"TCP"
2432;"128.3.255.49";"59.69.237.47";3846;80;"TCP"
2433;"128.3.255.131";"208.0.11.228";4007;443;"TCP"
2434;"58.247.142.115";"128.3.255.49";80;3579;"TCP"
2435;"128.3.255.174";"128.3.18.121";2080;1104;"TCP"
2436;"128.3.255.49";"59.69.237.47";3659;80;"TCP"
2437;"128.3.255.88";"208.0.11.228";3588;80;"TCP"
2438;"131.243.234.144";"239.255.255.253";49407;427;"UDP"
2439;"128.3.161.252";"128.3.255.66";826;515;"TCP"
2440;"131.243.93.124";"239.255.255.253";52814;427;"UDP"
2441;"128.3.161.177";"128.3.255.90";1617;161;"UDP"
2442;"128.3.255.148";"128.3.161.230";3007;524;"TCP"
2443;"128.3.161.46";"128.3.255.194";4074;161;"UDP"
2444;"131.243.140.86";"128.3.255.181";524;3106;"TCP"
2445;"131.243.140.86";"128.3.255.181";524;3105;"TCP"
2446;"128.3.255.90";"128.3.161.177";161;1689;"UDP"
2447;"128.3.255.90";"128.3.161.177";161;1688;"UDP"
2448;"128.3.255.49";"59.69.237.47";3534;80;"TCP"
2449;"208.163.204.120";"128.3.255.172";80;2061;"TCP"
2450;"128.3.183.76";"224.0.1.22";1043;427;"UDP"
2451;"128.3.255.154";"128.3.71.219";11001;11001;"UDP"
2452;"208.163.204.120";"128.3.255.172";80;2068;"TCP"
2453;"128.3.255.47";"128.3.161.230";3010;524;"TCP"
2454;"128.3.255.49";"59.69.237.47";3636;80;"TCP"
2455;"128.3.161.5";"128.3.255.149";3396;1152;"TCP"
2456;"128.3.161.177";"128.3.255.90";1724;161;"UDP"
2457;"128.55.211.71";"128.3.255.154";11001;11001;"UDP"
2458;"128.3.255.181";"131.243.141.187";3016;524;"TCP"
2459;"128.3.255.153";"128.3.161.46";161;4869;"UDP"
2460;"128.3.255.153";"128.3.161.46";161;4868;"UDP"
2461;"128.3.112.228";"239.255.255.253";57335;427;"UDP"
2462;"128.3.255.189";"128.3.161.177";3865;3396;"TCP"
2463;"128.3.255.153";"128.3.161.46";161;4863;"UDP"
2464;"128.3.255.153";"128.3.161.46";161;4862;"UDP"
2465;"128.3.255.153";"128.3.161.46";161;4861;"UDP"
2466;"128.3.255.153";"128.3.161.46";161;4860;"UDP"
2467;"128.3.255.153";"128.3.161.46";161;4867;"UDP"
2468;"128.3.255.153";"128.3.161.46";161;4866;"UDP"
2469;"128.3.255.153";"128.3.161.46";161;4865;"UDP"
2470;"128.3.255.153";"128.3.161.46";161;4864;"UDP"
2471;"128.3.255.49";"59.69.237.47";3794;80;"TCP"
2472;"128.3.255.49";"58.247.242.225";3584;80;"TCP"
2473;"128.3.255.35";"192.146.84.231";3185;80;"TCP"
2474;"128.3.255.21";"207.235.225.4";4463;80;"TCP"
2475;"131.243.160.132";"128.3.255.134";1521;1043;"TCP"
2476;"131.243.61.70";"239.255.255.253";51677;427;"UDP"
2477;"128.3.255.189";"128.3.161.46";3901;3396;"TCP"
2478;"128.3.255.49";"59.69.237.47";3660;80;"TCP"
2479;"128.3.194.57";"239.255.255.253";54211;427;"UDP"
2480;"208.166.54.108";"128.3.255.49";80;3895;"TCP"
2481;"128.3.161.177";"128.3.255.90";1704;161;"UDP"
2482;"128.3.255.241";"128.3.161.177";161;1401;"UDP"
2483;"128.3.255.241";"128.3.161.177";161;1402;"UDP"
2484;"128.3.255.241";"128.3.161.177";161;1403;"UDP"
2485;"128.3.255.241";"128.3.161.177";161;1404;"UDP"
2486;"128.3.255.241";"128.3.161.177";161;1405;"UDP"
2487;"128.3.255.241";"128.3.161.177";161;1406;"UDP"
2488;"128.3.255.241";"128.3.161.177";161;1407;"UDP"
2489;"128.3.255.241";"128.3.161.177";161;1408;"UDP"
2490;"128.3.255.241";"128.3.161.177";161;1409;"UDP"
2491;"204.52.77.153";"128.3.255.49";80;3367;"TCP"
2492;"131.243.140.105";"224.0.1.22";427;427;"UDP"
2493;"128.3.255.172";"59.120.107.187";2072;80;"TCP"
2494;"128.3.161.177";"128.3.255.90";1573;161;"UDP"
2495;"128.3.40.132";"239.255.255.253";52329;427;"UDP"
2496;"128.3.112.56";"239.255.255.253";60250;427;"UDP"
2497;"128.3.255.114";"131.243.141.187";1042;524;"TCP"
2498;"128.3.255.189";"128.3.161.177";3855;3396;"TCP"
2499;"128.3.255.154";"131.243.88.171";11001;11001;"UDP"
2500;"131.243.94.195";"239.255.255.253";64373;427;"UDP"
2501;"131.243.141.124";"128.3.255.229";2706;161;"UDP"
2502;"128.3.161.22";"128.3.255.90";900;515;"TCP"
2503;"131.243.61.70";"239.255.255.253";51640;427;"UDP"
2504;"128.3.255.49";"218.131.115.53";3931;80;"TCP"
2505;"128.3.255.49";"59.69.237.47";3802;80;"TCP"
2506;"131.243.232.117";"128.3.255.154";11001;11001;"UDP"
2507;"128.3.164.15";"128.3.255.28";993;1915;"TCP"
2508;"131.243.94.195";"239.255.255.253";64385;427;"UDP"
2509;"128.3.161.177";"128.3.255.90";1691;161;"UDP"
2510;"131.243.88.197";"239.255.255.253";50637;427;"UDP"
2511;"131.243.61.70";"239.255.255.253";51671;427;"UDP"
2512;"128.3.255.18";"131.243.142.214";1858;524;"TCP"
2513;"131.243.87.18";"128.3.255.174";1214;2080;"TCP"
2514;"128.3.255.153";"128.3.161.46";161;4858;"UDP"
2515;"128.3.255.21";"204.116.118.107";4433;80;"TCP"
2516;"59.69.237.47";"128.3.255.49";80;3735;"TCP"
2517;"59.69.237.47";"128.3.255.49";80;3736;"TCP"
2518;"59.69.237.47";"128.3.255.49";80;3737;"TCP"
2519;"59.69.237.47";"128.3.255.49";80;3730;"TCP"
2520;"131.243.160.98";"128.3.255.47";7777;3718;"TCP"
2521;"131.243.170.163";"239.255.255.253";49174;427;"UDP"
2522;"59.69.237.47";"128.3.255.49";80;3733;"TCP"
2523;"128.3.161.177";"128.3.255.189";3396;3940;"TCP"
2524;"128.3.189.160";"239.255.255.253";49203;427;"UDP"
2525;"131.243.140.105";"128.3.255.189";524;1043;"TCP"
2526;"128.3.255.154";"131.243.91.154";11001;11001;"UDP"
2527;"131.243.160.98";"128.3.255.47";7777;3714;"TCP"
2528;"131.243.160.98";"128.3.255.99";7777;3180;"TCP"
2529;"131.243.160.98";"128.3.255.99";7777;3181;"TCP"
2530;"131.243.103.106";"239.255.255.253";56005;427;"UDP"
2531;"128.3.255.99";"208.102.234.17";3026;5050;"TCP"
2532;"128.3.161.177";"128.3.255.90";1716;161;"UDP"
2533;"128.3.255.49";"59.69.237.47";3780;80;"TCP"
2534;"128.3.255.21";"207.235.225.4";4472;80;"TCP"
2535;"208.0.11.228";"128.3.255.88";80;3588;"TCP"
2536;"128.3.255.21";"204.52.84.176";4434;80;"TCP"
2537;"208.0.11.228";"128.3.255.88";80;3587;"TCP"
2538;"128.3.255.181";"128.3.161.223";3107;139;"TCP"
2539;"131.243.103.13";"239.255.255.253";54289;427;"UDP"
2540;"131.243.61.70";"239.255.255.253";51676;427;"UDP"
2541;"128.3.255.131";"208.0.11.228";4026;80;"TCP"
2542;"128.3.161.22";"128.3.255.66";770;515;"TCP"
2543;"58.247.202.26";"128.3.255.49";80;3601;"TCP"
2544;"58.247.202.26";"128.3.255.49";80;3600;"TCP"
2545;"131.243.88.197";"239.255.255.253";50608;427;"UDP"
2546;"128.3.255.189";"128.3.161.177";3880;3396;"TCP"
2547;"131.243.95.212";"224.0.1.22";1039;427;"UDP"
2548;"128.3.255.49";"59.69.237.47";3503;80;"TCP"
2549;"128.3.209.152";"128.3.255.131";1035;38293;"UDP"
2550;"131.243.61.70";"239.255.255.253";51651;427;"UDP"
2551;"131.243.145.7";"239.255.255.253";55866;427;"UDP"
2552;"128.3.255.147";"131.243.141.187";427;427;"UDP"
2553;"128.3.71.219";"128.3.255.154";11001;11001;"UDP"
2554;"128.3.148.231";"229.55.150.208";1346;1345;"UDP"
2555;"128.3.255.24";"128.3.162.79";138;138;"UDP"
2556;"128.3.255.47";"128.3.161.9";3716;3396;"TCP"
2557;"128.3.255.99";"131.243.140.105";3010;524;"TCP"
2558;"128.3.255.49";"204.52.78.119";3774;80;"TCP"
2559;"128.3.255.49";"59.69.237.47";3650;80;"TCP"
2560;"128.3.255.147";"128.3.4.67";427;49349;"UDP"
2561;"128.3.161.46";"128.3.255.194";4072;161;"UDP"
2562;"128.3.255.181";"131.243.160.216";3826;1521;"TCP"
2563;"128.3.255.49";"59.69.237.47";3822;80;"TCP"
2564;"128.3.255.147";"128.3.4.67";427;49341;"UDP"
2565;"204.52.78.117";"128.3.255.42";80;3424;"TCP"
2566;"128.3.162.176";"128.3.255.24";139;1276;"TCP"
2567;"118.177.98.7";"128.3.255.139";80;1060;"TCP"
2568;"131.243.143.80";"128.3.255.35";350;3167;"TCP"
2569;"131.243.106.63";"239.255.255.253";51302;427;"UDP"
2570;"128.3.255.189";"128.3.161.5";3993;3396;"TCP"
2571;"128.3.255.24";"131.243.160.251";1250;443;"TCP"
2572;"118.177.98.7";"128.3.255.139";80;1062;"TCP"
2573;"131.243.145.7";"239.255.255.253";55857;427;"UDP"
2574;"128.3.255.229";"128.3.161.177";161;4896;"UDP"
2575;"128.3.255.229";"128.3.161.177";161;4894;"UDP"
2576;"128.3.255.49";"192.132.95.68";3836;80;"TCP"
2577;"128.3.255.229";"128.3.161.177";161;4890;"UDP"
2578;"128.3.255.229";"128.3.161.177";161;4898;"UDP"
2579;"128.3.255.229";"131.243.141.124";161;2689;"UDP"
2580;"118.177.98.7";"128.3.255.139";80;1066;"TCP"
2581;"128.3.161.46";"128.3.255.153";4853;161;"UDP"
2582;"128.3.255.149";"128.3.161.5";1148;3396;"TCP"
2583;"128.3.255.21";"207.235.151.13";4454;80;"TCP"
2584;"131.243.61.70";"239.255.255.253";51649;427;"UDP"
2585;"118.177.98.7";"128.3.255.139";80;1068;"TCP"
2586;"128.3.161.252";"128.3.255.66";842;515;"TCP"
2587;"128.3.255.241";"128.3.161.22";515;774;"TCP"
2588;"128.3.255.154";"131.243.10.21";11001;11001;"UDP"
2589;"128.3.255.84";"131.243.160.98";3223;7777;"TCP"
2590;"128.3.255.189";"128.3.161.177";3849;3396;"TCP"
2591;"128.3.161.46";"128.3.255.153";4850;161;"UDP"
2592;"131.243.142.214";"128.3.255.99";524;3018;"TCP"
2593;"128.3.161.177";"128.3.255.229";4896;161;"UDP"
2594;"128.3.255.189";"128.3.161.177";3989;3396;"TCP"
2595;"131.243.89.93";"239.255.255.253";58198;427;"UDP"
2596;"128.3.161.177";"128.3.255.90";1557;161;"UDP"
2597;"131.243.140.156";"128.3.255.186";445;1665;"TCP"
2598;"128.3.255.189";"128.3.161.46";3946;3396;"TCP"
2599;"128.3.255.229";"128.3.161.177";161;4892;"UDP"
2600;"128.3.190.173";"239.255.255.253";50825;427;"UDP"
2601;"131.243.61.70";"239.255.255.253";51686;427;"UDP"
2602;"131.243.61.187";"239.255.255.253";61172;427;"UDP"
2603;"128.3.255.49";"58.247.202.172";3724;80;"TCP"
2604;"128.3.255.49";"59.69.237.47";3612;80;"TCP"
2605;"218.131.115.43";"128.3.255.98";80;1448;"TCP"
2606;"59.69.252.250";"128.3.255.49";80;3568;"TCP"
2607;"131.243.140.105";"128.3.255.227";524;1077;"TCP"
2608;"128.3.255.90";"128.3.161.177";161;1698;"UDP"
2609;"128.3.255.90";"128.3.161.177";161;1699;"UDP"
2610;"128.3.255.90";"128.3.161.177";161;1694;"UDP"
2611;"128.3.255.90";"128.3.161.177";161;1695;"UDP"
2612;"128.3.255.90";"128.3.161.177";161;1696;"UDP"
2613;"128.3.255.90";"128.3.161.177";161;1697;"UDP"
2614;"128.3.255.90";"128.3.161.177";161;1690;"UDP"
2615;"128.3.255.90";"128.3.161.177";161;1691;"UDP"
2616;"128.3.255.90";"128.3.161.177";161;1692;"UDP"
2617;"128.3.255.90";"128.3.161.177";161;1693;"UDP"
2618;"128.3.188.192";"239.255.255.253";49636;427;"UDP"
2619;"128.3.161.46";"128.3.255.194";4090;161;"UDP"
2620;"128.3.255.189";"128.3.161.5";3932;3396;"TCP"
2621;"128.3.161.252";"128.3.255.66";788;515;"TCP"
2622;"59.79.38.73";"128.3.255.21";80;4473;"TCP"
2623;"131.243.170.109";"239.255.255.253";52203;427;"UDP"
2624;"128.3.161.177";"128.3.255.229";4908;161;"UDP"
2625;"128.3.255.153";"128.3.161.46";161;4870;"UDP"
2626;"131.243.140.105";"128.3.255.202";524;1051;"TCP"
2627;"128.3.255.139";"59.69.194.65";1071;80;"TCP"
2628;"128.3.161.177";"128.3.255.189";3396;3880;"TCP"
2629;"128.3.161.177";"128.3.255.189";3396;3885;"TCP"
2630;"128.3.161.177";"128.3.255.189";3396;3884;"TCP"
2631;"128.3.161.177";"128.3.255.189";3396;3889;"TCP"
2632;"128.3.161.252";"128.3.255.90";1031;161;"UDP"
2633;"128.3.161.177";"128.3.255.90";1621;161;"UDP"
2634;"128.3.255.34";"128.3.2.67";3446;80;"TCP"
2635;"128.3.255.49";"59.69.237.47";3556;80;"TCP"
2636;"128.3.161.5";"128.3.255.189";3396;3923;"TCP"
2637;"128.3.255.211";"128.3.161.5";3388;3396;"TCP"
2638;"128.3.255.131";"131.243.26.9";4004;445;"TCP"
2639;"128.3.183.187";"239.255.255.253";52617;427;"UDP"
2640;"58.247.182.244";"128.3.255.49";80;3561;"TCP"
2641;"128.3.255.49";"204.52.77.121";3926;80;"TCP"
2642;"128.3.161.197";"128.3.255.131";2471;139;"TCP"
2643;"128.3.161.46";"128.3.255.153";4863;161;"UDP"
2644;"128.3.255.189";"128.3.161.5";3867;3396;"TCP"
2645;"128.3.255.154";"131.243.86.14";11001;11001;"UDP"
2646;"128.3.161.177";"128.3.255.241";1430;161;"UDP"
2647;"131.243.61.187";"239.255.255.253";61069;427;"UDP"
2648;"208.102.234.17";"128.3.255.99";5050;3026;"TCP"
2649;"58.247.198.248";"128.3.255.49";80;3882;"TCP"
2650;"208.166.54.108";"128.3.255.49";80;3939;"TCP"
2651;"131.243.145.7";"239.255.255.253";55861;427;"UDP"
2652;"131.243.140.105";"128.3.255.149";524;1031;"TCP"
2653;"128.3.255.75";"128.3.164.15";1052;143;"TCP"
2654;"128.3.63.201";"239.255.255.253";58314;427;"UDP"
2655;"208.166.54.108";"128.3.255.49";80;3935;"TCP"
