"id";"hostSrc";"hostDest";"portSrc";"portDest";"protocol"
1;"131.243.40.126";"239.255.255.253";62307;427;"UDP"
2;"128.3.161.22";"128.3.255.229";870;515;"TCP"
3;"128.3.255.46";"131.243.160.98";2067;7777;"TCP"
4;"128.3.161.177";"128.3.255.189";3396;3964;"TCP"
5;"128.3.161.177";"128.3.255.189";3396;3965;"TCP"
6;"128.3.161.177";"128.3.255.189";3396;3960;"TCP"
7;"128.3.255.220";"128.3.96.230";161;2232;"UDP"
8;"128.3.161.177";"128.3.255.189";3396;3969;"TCP"
9;"128.3.255.189";"128.3.161.5";3988;3396;"TCP"
10;"205.0.3.110";"128.3.255.49";80;3688;"TCP"
11;"128.3.255.157";"131.243.141.187";1037;524;"TCP"
12;"128.3.255.46";"128.3.161.165";1033;524;"TCP"
13;"131.243.142.214";"128.3.255.224";524;3017;"TCP"
14;"131.243.203.214";"239.255.255.253";53004;427;"UDP"
15;"128.3.255.172";"118.147.64.213";2046;80;"TCP"
16;"128.3.255.49";"59.69.237.47";3810;80;"TCP"
17;"128.3.255.49";"59.69.237.47";3696;80;"TCP"
18;"128.3.161.177";"128.3.255.90";1690;161;"UDP"
19;"128.3.161.46";"128.3.255.153";4870;161;"UDP"
20;"58.247.242.225";"128.3.255.49";80;3950;"TCP"
21;"128.3.161.22";"128.3.255.241";811;515;"TCP"
22;"58.247.242.225";"128.3.255.49";80;3955;"TCP"
23;"128.3.255.35";"128.3.161.230";3006;524;"TCP"
24;"128.3.255.67";"128.3.164.194";2348;143;"TCP"
25;"128.3.255.21";"207.235.151.13";4458;80;"TCP"
26;"128.3.255.42";"204.52.78.117";3424;80;"TCP"
27;"131.243.41.20";"239.255.255.253";59258;427;"UDP"
28;"128.3.255.189";"128.3.161.177";3985;3396;"TCP"
29;"59.69.237.47";"128.3.255.49";80;3806;"TCP"
30;"59.69.237.47";"128.3.255.49";80;3807;"TCP"
31;"59.69.237.47";"128.3.255.49";80;3804;"TCP"
32;"59.69.237.47";"128.3.255.49";80;3802;"TCP"
33;"59.69.237.47";"128.3.255.49";80;3803;"TCP"
34;"59.69.237.47";"128.3.255.49";80;3800;"TCP"
35;"59.69.237.47";"128.3.255.49";80;3801;"TCP"
36;"131.243.141.187";"128.3.255.134";524;1039;"TCP"
37;"59.69.237.47";"128.3.255.49";80;3809;"TCP"
38;"128.3.255.24";"128.3.161.182";1271;139;"TCP"
39;"128.3.5.1";"239.255.255.253";49432;427;"UDP"
40;"128.3.255.204";"218.131.115.43";2795;80;"TCP"
41;"128.3.255.49";"59.69.237.47";3849;80;"TCP"
42;"128.3.112.228";"239.255.255.253";57320;427;"UDP"
43;"128.3.255.49";"59.69.237.47";3505;80;"TCP"
44;"131.243.140.86";"128.3.255.75";524;1193;"TCP"
45;"59.69.237.47";"128.3.255.49";80;3486;"TCP"
46;"59.69.237.47";"128.3.255.49";80;3487;"TCP"
47;"59.69.237.47";"128.3.255.49";80;3488;"TCP"
48;"59.69.237.47";"128.3.255.49";80;3489;"TCP"
49;"128.3.255.172";"118.147.64.213";2045;80;"TCP"
50;"131.243.143.123";"224.0.1.22";1039;427;"UDP"
51;"131.243.94.195";"239.255.255.253";64343;427;"UDP"
52;"128.3.255.49";"205.0.3.139";3891;80;"TCP"
53;"131.243.140.105";"128.3.255.171";524;3009;"TCP"
54;"131.243.146.138";"239.255.255.253";62667;427;"UDP"
55;"131.243.140.105";"128.3.255.24";524;1113;"TCP"
56;"128.3.255.241";"128.3.161.22";515;1004;"TCP"
57;"204.52.77.153";"128.3.255.49";80;3498;"TCP"
58;"59.69.237.47";"128.3.255.49";80;3669;"TCP"
59;"59.69.237.47";"128.3.255.49";80;3666;"TCP"
60;"59.69.237.47";"128.3.255.49";80;3667;"TCP"
61;"59.69.237.47";"128.3.255.49";80;3664;"TCP"
62;"59.69.237.47";"128.3.255.49";80;3665;"TCP"
63;"59.69.237.47";"128.3.255.49";80;3662;"TCP"
64;"59.69.237.47";"128.3.255.49";80;3663;"TCP"
65;"59.69.237.47";"128.3.255.49";80;3660;"TCP"
66;"128.3.255.131";"208.0.11.228";4002;80;"TCP"
67;"59.186.190.230";"128.3.255.49";80;3945;"TCP"
68;"128.3.255.49";"204.52.76.145";3901;80;"TCP"
69;"128.3.255.49";"59.69.237.47";3848;80;"TCP"
70;"204.52.84.176";"128.3.255.21";80;4434;"TCP"
71;"131.243.141.88";"224.0.1.22";1039;427;"UDP"
72;"128.3.209.152";"128.3.255.98";1035;38293;"UDP"
73;"131.243.141.124";"128.3.255.229";2698;161;"UDP"
74;"128.3.255.49";"58.247.202.26";3673;80;"TCP"
75;"128.3.255.49";"59.69.237.47";3746;80;"TCP"
76;"128.3.70.158";"128.3.255.154";11001;11001;"UDP"
77;"128.3.161.46";"128.3.255.153";4862;161;"UDP"
78;"128.3.38.185";"239.255.255.253";59131;427;"UDP"
79;"56.81.30.119";"128.3.255.187";80;4016;"TCP"
80;"131.243.13.25";"128.3.255.154";11001;11001;"UDP"
81;"128.3.183.187";"239.255.255.253";52616;427;"UDP"
82;"128.3.161.22";"128.3.255.229";1001;515;"TCP"
83;"128.3.161.46";"128.3.255.189";3396;3841;"TCP"
84;"131.243.88.171";"128.3.255.154";11001;11001;"UDP"
85;"131.243.94.195";"239.255.255.253";64344;427;"UDP"
86;"131.243.63.143";"239.255.255.253";63585;427;"UDP"
87;"131.243.88.135";"239.255.255.253";49184;427;"UDP"
88;"128.3.255.42";"167.130.77.101";3413;80;"TCP"
89;"128.3.255.21";"207.235.151.13";4455;80;"TCP"
90;"128.3.161.223";"128.3.255.24";139;1256;"TCP"
91;"131.243.26.18";"239.255.255.253";63054;427;"UDP"
92;"128.3.161.223";"128.3.255.24";139;1253;"TCP"
93;"128.3.255.66";"128.3.161.22";515;867;"TCP"
94;"128.3.255.35";"192.146.84.231";3188;80;"TCP"
95;"131.243.94.195";"239.255.255.253";64353;427;"UDP"
96;"128.3.255.49";"59.69.237.47";3868;80;"TCP"
97;"128.3.255.49";"59.69.237.47";3690;80;"TCP"
98;"128.3.255.21";"59.79.38.73";4447;80;"TCP"
99;"204.52.76.145";"128.3.255.21";80;4438;"TCP"
100;"219.11.207.195";"128.3.255.172";80;2067;"TCP"
101;"128.3.255.154";"128.55.30.7";11001;11001;"UDP"
102;"219.11.207.195";"128.3.255.172";80;2063;"TCP"
103;"204.52.85.246";"128.3.255.49";80;3591;"TCP"
104;"128.3.255.49";"59.69.237.47";3757;80;"TCP"
105;"131.243.61.70";"239.255.255.253";51675;427;"UDP"
106;"128.3.255.181";"131.243.140.86";3105;524;"TCP"
107;"128.3.255.99";"131.243.140.86";3083;524;"TCP"
108;"128.3.255.131";"131.243.26.9";4023;389;"TCP"
109;"131.243.94.195";"239.255.255.253";64327;427;"UDP"
110;"128.3.255.66";"128.3.161.252";515;914;"TCP"
111;"128.3.255.227";"128.3.161.96";123;123;"UDP"
112;"128.3.255.189";"131.243.140.105";1043;524;"TCP"
113;"128.3.255.49";"59.186.190.230";3949;80;"TCP"
114;"128.3.255.49";"59.69.237.47";3702;80;"TCP"
115;"128.3.255.35";"192.146.84.231";3190;80;"TCP"
116;"128.3.255.49";"59.69.237.47";3532;80;"TCP"
117;"128.3.164.248";"128.3.255.212";25;4303;"TCP"
118;"131.243.140.86";"128.3.255.149";524;1041;"TCP"
119;"131.243.142.214";"128.3.255.189";524;1044;"TCP"
120;"128.3.255.49";"59.69.237.47";3514;80;"TCP"
121;"131.243.140.17";"224.0.1.22";1025;427;"UDP"
122;"131.243.142.216";"239.255.255.253";50983;427;"UDP"
123;"128.3.112.56";"239.255.255.253";60246;427;"UDP"
124;"128.3.255.21";"59.79.14.197";4457;80;"TCP"
125;"128.3.161.22";"128.3.255.90";723;515;"TCP"
126;"128.3.255.21";"207.235.225.4";4465;80;"TCP"
127;"128.3.255.189";"128.3.161.5";3963;3396;"TCP"
128;"128.3.161.177";"128.3.255.90";1717;161;"UDP"
129;"128.3.161.230";"128.3.255.171";524;3007;"TCP"
130;"128.3.161.230";"128.3.255.171";524;3006;"TCP"
131;"131.243.142.231";"224.0.1.22";427;427;"UDP"
132;"128.3.255.211";"131.243.140.105";3009;524;"TCP"
133;"128.3.161.5";"128.3.255.189";3396;3892;"TCP"
134;"128.3.161.5";"128.3.255.189";3396;3893;"TCP"
135;"131.243.140.224";"224.0.1.22";1039;427;"UDP"
136;"128.3.161.5";"128.3.255.189";3396;3897;"TCP"
137;"128.3.255.42";"204.52.73.32";3422;80;"TCP"
138;"128.3.161.5";"128.3.255.189";3396;3898;"TCP"
139;"131.243.13.111";"239.255.255.253";50624;427;"UDP"
140;"128.3.255.28";"128.3.164.15";1915;993;"TCP"
141;"128.3.255.35";"128.3.164.194";3030;993;"TCP"
142;"131.243.142.247";"224.0.1.22";1039;427;"UDP"
143;"128.3.161.9";"128.3.255.47";3396;3721;"TCP"
144;"128.3.161.9";"128.3.255.47";3396;3726;"TCP"
145;"128.3.63.177";"239.255.255.253";49735;427;"UDP"
146;"128.3.255.66";"128.3.161.22";515;844;"TCP"
147;"128.3.255.49";"208.235.59.212";3578;80;"TCP"
148;"128.3.255.35";"131.243.140.105";3009;524;"TCP"
149;"128.3.164.15";"128.3.255.211";993;3158;"TCP"
150;"128.3.255.49";"59.69.252.250";3596;80;"TCP"
151;"128.3.255.66";"128.3.161.252";515;772;"TCP"
152;"128.3.255.49";"59.69.237.47";3791;80;"TCP"
153;"128.3.161.46";"128.3.255.189";3396;3971;"TCP"
154;"128.3.255.154";"131.243.89.91";11001;11001;"UDP"
155;"128.3.255.154";"128.3.70.127";11001;11001;"UDP"
156;"128.3.255.67";"208.166.7.212";2363;80;"TCP"
157;"131.243.94.195";"239.255.255.253";64369;427;"UDP"
158;"208.235.59.212";"128.3.255.172";80;2075;"TCP"
159;"128.3.255.154";"131.243.91.237";11001;11001;"UDP"
160;"128.3.255.24";"128.3.161.182";1245;139;"TCP"
161;"128.3.161.177";"128.3.255.90";1558;161;"UDP"
162;"128.3.255.34";"128.3.161.165";3013;524;"TCP"
163;"131.243.145.40";"239.255.255.253";59196;427;"UDP"
164;"128.3.255.154";"128.3.70.158";11001;11001;"UDP"
165;"131.243.142.214";"128.3.255.202";524;1049;"TCP"
166;"128.3.255.49";"58.247.202.26";3878;80;"TCP"
167;"131.243.94.195";"239.255.255.253";64383;427;"UDP"
168;"128.3.255.212";"128.3.164.203";4302;389;"TCP"
169;"128.3.255.49";"59.69.237.47";3489;80;"TCP"
170;"128.3.255.49";"218.131.115.53";3904;80;"TCP"
171;"128.3.164.15";"128.3.255.20";993;2202;"TCP"
172;"131.243.142.214";"128.3.255.187";524;3024;"TCP"
173;"128.3.70.139";"239.255.255.253";59820;427;"UDP"
174;"58.247.242.225";"128.3.255.49";80;3946;"TCP"
175;"58.247.242.225";"128.3.255.49";80;3942;"TCP"
176;"128.3.255.154";"131.243.91.193";11001;11001;"UDP"
177;"131.243.103.226";"239.255.255.253";49163;427;"UDP"
178;"131.243.219.216";"128.3.255.98";137;137;"UDP"
179;"128.3.255.73";"128.3.96.230";161;1331;"UDP"
180;"131.243.141.187";"128.3.255.189";524;1041;"TCP"
181;"131.243.141.187";"128.3.255.189";524;1040;"TCP"
182;"59.69.237.47";"128.3.255.49";80;3873;"TCP"
183;"59.69.237.47";"128.3.255.49";80;3872;"TCP"
184;"59.69.237.47";"128.3.255.49";80;3871;"TCP"
185;"59.69.237.47";"128.3.255.49";80;3870;"TCP"
186;"59.69.237.47";"128.3.255.49";80;3877;"TCP"
187;"59.69.237.47";"128.3.255.49";80;3876;"TCP"
188;"59.69.237.47";"128.3.255.49";80;3875;"TCP"
189;"59.69.237.47";"128.3.255.49";80;3874;"TCP"
190;"128.3.255.21";"128.3.161.62";2967;1056;"UDP"
191;"128.3.255.49";"59.69.237.47";3751;80;"TCP"
192;"131.243.141.187";"224.0.1.22";427;427;"UDP"
193;"131.243.146.230";"239.255.255.253";50181;427;"UDP"
194;"58.159.178.131";"128.3.255.28";80;1917;"TCP"
195;"131.243.219.216";"128.3.255.131";137;137;"UDP"
196;"128.3.255.189";"128.3.164.15";1069;993;"TCP"
197;"128.3.255.24";"131.243.141.187";1111;524;"TCP"
198;"131.243.127.89";"239.255.255.253";64554;427;"UDP"
199;"128.3.161.177";"128.3.255.90";1708;161;"UDP"
200;"128.3.204.42";"128.3.255.214";1040;38293;"UDP"
201;"131.243.147.43";"239.255.255.253";49179;427;"UDP"
202;"128.3.255.224";"128.3.164.191";3019;5730;"TCP"
203;"128.3.255.49";"59.69.237.47";3533;80;"TCP"
204;"131.243.160.216";"128.3.255.42";1521;1732;"TCP"
205;"128.3.161.46";"128.3.255.189";3396;3936;"TCP"
206;"128.3.164.15";"128.3.255.149";993;1142;"TCP"
207;"128.3.255.224";"131.243.160.98";4159;7777;"TCP"
208;"131.243.141.187";"128.3.255.243";524;1029;"TCP"
209;"128.3.161.177";"128.3.255.241";1406;161;"UDP"
210;"131.243.140.242";"224.0.1.22";1039;427;"UDP"
211;"128.3.255.31";"128.3.161.22";515;791;"TCP"
212;"128.3.255.243";"131.243.142.214";1033;524;"TCP"
213;"131.243.61.187";"239.255.255.253";61060;427;"UDP"
214;"128.3.18.38";"128.3.255.90";3001;161;"UDP"
215;"59.69.237.47";"128.3.255.49";80;3619;"TCP"
216;"59.69.237.47";"128.3.255.49";80;3618;"TCP"
217;"128.3.255.49";"59.186.190.230";3930;80;"TCP"
218;"59.69.237.47";"128.3.255.49";80;3612;"TCP"
219;"59.69.237.47";"128.3.255.49";80;3611;"TCP"
220;"128.3.255.49";"205.0.3.110";3927;80;"TCP"
221;"59.69.237.47";"128.3.255.49";80;3615;"TCP"
222;"59.69.237.47";"128.3.255.49";80;3614;"TCP"
223;"59.186.190.230";"128.3.255.49";80;3954;"TCP"
224;"128.3.255.149";"128.3.161.165";1028;524;"TCP"
225;"128.3.255.35";"131.243.143.80";3167;350;"TCP"
226;"131.243.103.106";"239.255.255.253";55993;427;"UDP"
227;"128.3.255.174";"128.3.19.124";2080;3076;"TCP"
228;"128.3.255.67";"128.3.161.165";1026;524;"TCP"
229;"128.3.255.10";"128.3.161.230";1031;524;"TCP"
230;"131.243.141.187";"128.3.255.10";524;1036;"TCP"
231;"128.3.161.177";"128.3.255.241";1429;161;"UDP"
232;"208.166.54.108";"128.3.255.49";80;3661;"TCP"
233;"128.3.255.84";"131.243.160.98";3221;7777;"TCP"
234;"128.3.210.53";"239.255.255.253";50599;427;"UDP"
235;"128.3.255.189";"128.3.161.177";3899;3396;"TCP"
236;"128.3.255.181";"131.243.160.132";3138;1521;"TCP"
237;"131.243.91.182";"239.255.255.253";58913;427;"UDP"
238;"128.3.255.66";"128.3.161.22";515;874;"TCP"
239;"128.3.255.49";"118.188.34.126";3948;80;"TCP"
240;"128.3.255.189";"128.3.161.177";3840;3396;"TCP"
241;"131.243.140.105";"128.3.255.212";524;3016;"TCP"
242;"131.243.61.70";"239.255.255.253";51680;427;"UDP"
243;"128.3.255.49";"59.69.237.47";3797;80;"TCP"
244;"128.3.255.42";"131.243.140.105";1032;524;"TCP"
245;"128.3.255.49";"58.247.202.172";3678;80;"TCP"
246;"128.3.255.49";"59.69.237.47";3773;80;"TCP"
247;"131.243.219.42";"239.255.255.253";49885;427;"UDP"
248;"128.3.161.223";"128.3.255.24";139;1261;"TCP"
249;"128.3.255.139";"59.69.192.211";1046;80;"TCP"
250;"128.3.255.66";"128.3.161.252";515;960;"TCP"
251;"128.3.255.189";"128.3.161.177";3980;3396;"TCP"
252;"128.3.255.149";"128.3.161.62";1027;1056;"UDP"
253;"128.3.255.47";"131.243.140.105";3013;524;"TCP"
254;"128.3.255.189";"128.3.161.5";3893;3396;"TCP"
255;"128.3.255.243";"131.243.141.187";1029;524;"TCP"
256;"131.243.94.195";"239.255.255.253";64332;427;"UDP"
257;"128.3.255.42";"128.3.161.62";2967;1056;"UDP"
258;"131.243.100.105";"239.255.255.253";49180;427;"UDP"
259;"131.243.140.86";"128.3.255.224";524;3070;"TCP"
260;"128.3.255.75";"131.243.160.216";1199;1521;"TCP"
261;"128.3.255.49";"58.247.242.225";3942;80;"TCP"
262;"128.3.255.28";"204.119.192.249";1921;80;"TCP"
263;"128.3.255.189";"128.3.161.46";3836;3396;"TCP"
264;"131.243.103.13";"239.255.255.253";54301;427;"UDP"
265;"128.3.161.230";"128.3.255.227";524;1058;"TCP"
266;"128.3.161.230";"128.3.255.227";524;1059;"TCP"
267;"128.3.255.172";"131.243.140.86";1078;524;"TCP"
268;"128.3.255.84";"131.243.160.98";3219;7777;"TCP"
269;"128.3.255.49";"59.69.237.47";3743;80;"TCP"
270;"128.3.255.49";"59.69.237.47";3816;80;"TCP"
271;"128.3.2.67";"128.3.255.24";80;1262;"TCP"
272;"128.3.2.67";"128.3.255.24";80;1263;"TCP"
273;"128.3.255.49";"59.69.237.47";3785;80;"TCP"
274;"131.243.61.70";"239.255.255.253";51655;427;"UDP"
275;"128.3.164.203";"128.3.255.212";389;4302;"TCP"
276;"128.3.164.191";"128.3.255.10";5730;1097;"TCP"
277;"128.3.255.98";"128.3.161.32";1079;524;"TCP"
278;"128.3.161.223";"128.3.255.134";139;3902;"TCP"
279;"128.3.161.46";"128.3.255.153";4855;161;"UDP"
280;"131.243.61.187";"239.255.255.253";61137;427;"UDP"
281;"128.3.255.181";"131.243.160.216";3827;1521;"TCP"
282;"128.3.112.228";"239.255.255.253";57322;427;"UDP"
283;"128.3.255.49";"59.69.237.47";3713;80;"TCP"
284;"128.3.255.49";"59.69.237.47";3624;80;"TCP"
285;"128.3.204.42";"128.3.255.227";1040;38293;"UDP"
286;"128.3.161.5";"128.3.255.189";3396;3938;"TCP"
287;"128.3.161.5";"128.3.255.189";3396;3933;"TCP"
288;"128.3.161.5";"128.3.255.189";3396;3932;"TCP"
289;"128.3.161.5";"128.3.255.189";3396;3937;"TCP"
290;"131.243.140.105";"128.3.255.21";524;3009;"TCP"
291;"131.243.26.9";"128.3.255.131";135;4018;"TCP"
292;"128.3.255.189";"128.3.161.5";3968;3396;"TCP"
293;"128.3.255.66";"128.3.161.252";515;788;"TCP"
294;"128.3.255.49";"208.166.54.108";3956;80;"TCP"
295;"128.3.161.22";"128.3.255.31";777;515;"TCP"
296;"128.3.161.46";"128.3.255.189";3396;3906;"TCP"
297;"128.3.255.189";"128.3.161.5";3958;3396;"TCP"
298;"128.3.161.46";"128.3.255.189";3396;3901;"TCP"
299;"131.243.61.187";"239.255.255.253";61136;427;"UDP"
300;"131.243.219.233";"239.255.255.253";51081;427;"UDP"
301;"128.3.255.212";"131.243.142.214";3019;524;"TCP"
302;"128.3.190.86";"239.255.255.253";50222;427;"UDP"
303;"128.3.255.49";"204.52.77.121";3934;80;"TCP"
304;"131.243.90.216";"239.255.255.253";59768;427;"UDP"
305;"131.243.12.231";"239.255.255.253";49179;427;"UDP"
306;"128.3.255.24";"128.3.161.182";1252;139;"TCP"
307;"131.243.91.166";"239.255.255.253";61518;427;"UDP"
308;"128.3.161.182";"128.3.255.114";139;1276;"TCP"
309;"128.3.161.46";"128.3.255.194";4076;161;"UDP"
310;"128.3.255.189";"128.3.161.177";3905;3396;"TCP"
311;"128.3.255.90";"128.3.161.177";161;1599;"UDP"
312;"128.3.255.90";"128.3.161.177";161;1598;"UDP"
313;"128.3.255.90";"128.3.161.177";161;1597;"UDP"
314;"131.243.141.124";"128.3.255.229";2710;161;"UDP"
315;"128.3.255.90";"128.3.161.177";161;1595;"UDP"
316;"128.3.255.90";"128.3.161.177";161;1594;"UDP"
317;"128.3.255.90";"128.3.161.177";161;1593;"UDP"
318;"128.3.255.90";"128.3.161.177";161;1592;"UDP"
319;"128.3.255.90";"128.3.161.177";161;1591;"UDP"
320;"128.3.255.90";"128.3.161.177";161;1590;"UDP"
321;"131.243.160.216";"128.3.255.134";1521;3236;"TCP"
322;"131.243.141.124";"128.3.255.229";2714;161;"UDP"
323;"128.3.255.21";"208.166.54.108";4439;80;"TCP"
324;"128.3.255.49";"204.52.77.153";3498;80;"TCP"
325;"128.3.255.49";"59.69.237.47";3495;80;"TCP"
326;"128.3.164.248";"128.3.255.67";25;2350;"TCP"
327;"128.3.255.99";"131.243.160.98";3178;7777;"TCP"
328;"128.3.71.243";"128.3.255.154";11001;11001;"UDP"
329;"131.243.94.195";"239.255.255.253";64377;427;"UDP"
330;"128.3.255.134";"131.243.160.216";1050;1521;"TCP"
331;"128.3.255.34";"131.243.160.69";3448;443;"TCP"
332;"131.243.170.121";"224.0.1.22";1039;427;"UDP"
333;"128.3.255.10";"128.3.164.191";1097;5730;"TCP"
334;"128.3.255.211";"128.3.161.177";3389;3396;"TCP"
335;"128.3.255.49";"59.69.237.47";3555;80;"TCP"
336;"128.3.255.149";"128.3.161.165";1029;524;"TCP"
337;"128.3.255.241";"128.3.161.22";161;1032;"UDP"
338;"131.243.160.132";"128.3.255.42";1521;1041;"TCP"
339;"128.3.255.34";"118.141.186.207";3441;80;"TCP"
340;"59.69.237.47";"128.3.255.49";80;3861;"TCP"
341;"59.69.237.47";"128.3.255.49";80;3862;"TCP"
342;"59.69.237.47";"128.3.255.49";80;3863;"TCP"
343;"59.69.237.47";"128.3.255.49";80;3864;"TCP"
344;"59.69.237.47";"128.3.255.49";80;3865;"TCP"
345;"59.69.237.47";"128.3.255.49";80;3866;"TCP"
346;"59.69.237.47";"128.3.255.49";80;3867;"TCP"
347;"59.69.237.47";"128.3.255.49";80;3868;"TCP"
348;"59.69.237.47";"128.3.255.49";80;3869;"TCP"
349;"128.3.255.147";"131.243.63.143";427;63569;"UDP"
350;"128.3.255.42";"131.243.160.132";1041;1521;"TCP"
351;"131.243.140.105";"128.3.255.88";524;1032;"TCP"
352;"131.243.61.70";"239.255.255.253";51654;427;"UDP"
353;"128.3.161.177";"128.3.255.229";4914;161;"UDP"
354;"128.3.147.195";"239.255.255.253";59652;427;"UDP"
355;"128.3.255.174";"128.3.161.223";138;138;"UDP"
356;"131.243.143.66";"224.0.1.22";427;427;"UDP"
357;"128.3.255.35";"218.131.115.51";3133;80;"TCP"
358;"131.243.63.143";"239.255.255.253";63665;427;"UDP"
359;"128.3.208.188";"239.255.255.253";52784;427;"UDP"
360;"128.3.161.177";"128.3.255.90";1598;161;"UDP"
361;"128.3.255.202";"128.3.161.223";138;138;"UDP"
362;"128.3.255.49";"59.69.237.47";3547;80;"TCP"
363;"128.3.161.177";"128.3.255.90";1700;161;"UDP"
364;"131.243.141.187";"128.3.255.243";524;1030;"TCP"
365;"56.81.14.17";"128.3.255.172";80;2083;"TCP"
366;"131.243.63.143";"239.255.255.253";63650;427;"UDP"
367;"128.3.255.134";"128.3.161.62";2967;1056;"UDP"
368;"58.247.192.137";"128.3.255.49";80;3588;"TCP"
369;"58.247.192.137";"128.3.255.49";80;3589;"TCP"
370;"128.3.255.229";"131.243.141.124";161;2713;"UDP"
371;"128.3.255.28";"206.52.21.225";1911;80;"TCP"
372;"128.3.209.107";"239.255.255.253";51158;427;"UDP"
373;"128.3.255.229";"131.243.141.124";161;2712;"UDP"
374;"128.3.189.215";"128.3.255.192";6767;1086;"TCP"
375;"128.3.255.229";"131.243.141.124";161;2710;"UDP"
376;"128.3.255.108";"128.3.164.203";1103;389;"TCP"
377;"59.69.237.47";"128.3.255.49";80;3602;"TCP"
378;"59.69.237.47";"128.3.255.49";80;3603;"TCP"
379;"59.69.237.47";"128.3.255.49";80;3604;"TCP"
380;"59.69.237.47";"128.3.255.49";80;3605;"TCP"
381;"128.3.255.229";"131.243.141.124";161;2716;"UDP"
382;"128.3.255.84";"128.3.161.230";3013;524;"TCP"
383;"128.3.164.191";"128.3.255.202";5730;1066;"TCP"
384;"128.3.255.189";"128.3.161.46";3976;3396;"TCP"
385;"128.3.255.98";"128.3.161.62";2967;1056;"UDP"
386;"131.243.26.9";"128.3.255.131";389;4022;"TCP"
387;"128.3.255.67";"128.3.161.5";2345;3396;"TCP"
388;"128.3.161.177";"128.3.255.90";1715;161;"UDP"
389;"131.243.26.9";"128.3.255.131";389;4023;"TCP"
390;"128.3.255.35";"131.243.160.225";3179;80;"TCP"
391;"59.186.190.230";"128.3.255.49";80;3941;"TCP"
392;"128.3.255.49";"59.69.237.47";3762;80;"TCP"
393;"128.3.255.189";"128.3.161.177";3869;3396;"TCP"
394;"131.243.63.143";"239.255.255.253";63617;427;"UDP"
395;"131.243.142.47";"224.0.1.22";1039;427;"UDP"
396;"128.3.255.49";"205.0.3.110";3738;80;"TCP"
397;"128.3.161.46";"128.3.255.153";4867;161;"UDP"
398;"128.3.242.8";"239.255.255.253";49591;427;"UDP"
399;"128.3.255.66";"128.3.161.22";515;809;"TCP"
400;"128.3.255.66";"128.3.161.22";515;808;"TCP"
401;"128.3.255.35";"192.146.84.231";3198;80;"TCP"
402;"128.3.63.201";"239.255.255.253";58306;427;"UDP"
403;"128.3.255.66";"128.3.161.22";515;800;"TCP"
404;"59.186.190.230";"128.3.255.49";80;3949;"TCP"
405;"77.131.120.191";"128.3.255.28";80;1926;"TCP"
406;"128.3.255.49";"59.69.237.47";3711;80;"TCP"
407;"128.3.161.62";"128.3.255.149";1056;1027;"UDP"
408;"128.3.164.15";"128.3.255.106";993;1799;"TCP"
409;"128.3.255.194";"128.3.161.46";161;4078;"UDP"
410;"128.3.255.49";"59.69.237.47";3507;80;"TCP"
411;"131.243.142.214";"128.3.255.67";524;1035;"TCP"
412;"128.3.255.194";"128.3.161.46";161;4072;"UDP"
413;"128.3.255.31";"128.3.161.252";515;904;"TCP"
414;"128.3.255.194";"128.3.161.46";161;4070;"UDP"
415;"128.3.255.194";"128.3.161.46";161;4076;"UDP"
416;"128.3.255.194";"128.3.161.46";161;4074;"UDP"
417;"128.3.161.223";"128.3.255.10";139;1302;"TCP"
418;"128.3.161.223";"128.3.255.24";139;1274;"TCP"
419;"128.3.255.90";"128.3.161.22";515;922;"TCP"
420;"128.3.255.131";"131.243.26.9";4024;445;"TCP"
421;"128.3.161.223";"128.3.255.24";139;1273;"TCP"
422;"128.3.4.62";"239.255.255.253";49276;427;"UDP"
423;"128.3.255.28";"131.243.142.214";1041;524;"TCP"
424;"131.243.141.187";"128.3.255.186";524;1093;"TCP"
425;"131.243.144.171";"239.255.255.253";54152;427;"UDP"
426;"128.3.255.147";"128.3.188.158";427;50438;"UDP"
427;"128.3.255.47";"128.3.161.177";3725;3396;"TCP"
428;"131.243.88.197";"239.255.255.253";50615;427;"UDP"
429;"128.3.255.49";"208.166.54.108";3768;80;"TCP"
430;"128.3.255.189";"128.3.161.177";3920;3396;"TCP"
431;"128.3.255.49";"59.69.237.47";3729;80;"TCP"
432;"128.3.255.189";"128.3.161.5";3853;3396;"TCP"
433;"205.0.3.139";"128.3.255.49";80;3891;"TCP"
434;"131.243.63.143";"239.255.255.253";63608;427;"UDP"
435;"131.243.12.44";"239.255.255.253";52476;427;"UDP"
436;"128.3.161.46";"128.3.255.194";4093;161;"UDP"
437;"131.243.160.98";"128.3.255.47";7777;3719;"TCP"
438;"131.243.160.98";"128.3.255.84";7777;3223;"TCP"
439;"131.243.160.98";"128.3.255.84";7777;3222;"TCP"
440;"131.243.160.98";"128.3.255.84";7777;3221;"TCP"
441;"131.243.160.98";"128.3.255.84";7777;3220;"TCP"
442;"128.3.255.189";"128.3.161.5";3983;3396;"TCP"
443;"131.243.142.214";"128.3.255.10";524;1037;"TCP"
444;"128.3.255.88";"131.243.140.86";3589;524;"TCP"
445;"128.3.255.34";"131.243.160.69";3447;443;"TCP"
446;"128.3.255.49";"59.69.237.47";3726;80;"TCP"
447;"131.243.10.55";"224.0.1.22";1038;427;"UDP"
448;"128.3.161.5";"128.3.255.189";3396;3928;"TCP"
